#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:45:43]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         225 	0.99935738 	0.10655469 	0.92135240 	0.50138193 	0.97752183 	0.99648016 	0.99837707 	0.30790537 	0.27903662 	0.99871690 	0.89542752 	0.99850471 	0.99844779 	0.99851101 	0.87654139 	0.98930185 	0.98628470 	0.37919695 	0.99990314 	0.94663546 	0.89994318 	0.96289562 	0.99954855 	0.99924444 	
         226 	0.99935920 	0.07376063 	0.91678425 	0.49074641 	0.98752230 	0.99878261 	0.99951806 	0.29314300 	0.33849511 	0.99895357 	0.91620241 	0.99690298 	0.99858980 	0.99914134 	0.87320493 	0.98802593 	0.99332109 	0.39191736 	0.99972197 	0.91932720 	0.91657529 	0.94186852 	0.99924516 	0.99830422 	
         227 	0.99961402 	0.10585640 	0.92078761 	0.50094604 	0.96659175 	0.99919963 	0.99835417 	0.31746883 	0.32660541 	0.99633206 	0.90385623 	0.99893194 	0.99763751 	0.99712608 	0.88774166 	0.98574105 	0.99507614 	0.41284396 	0.99986598 	0.96476283 	0.91392593 	0.95812853 	0.99953185 	0.99913249 	
         228 	0.99896769 	0.12808961 	0.89718294 	0.48880402 	0.99053915 	0.99921239 	0.99835322 	0.25368067 	0.26367114 	0.99948648 	0.91691184 	0.99603772 	0.99319895 	0.99514426 	0.86749348 	0.97259374 	0.99679969 	0.35796939 	0.99889387 	0.95579648 	0.91101626 	0.95753987 	0.99906893 	0.99809318 	
         229 	0.99777949 	0.11760257 	0.89923390 	0.49916136 	0.97855781 	0.99881351 	0.99868735 	0.26856803 	0.27835922 	0.99756503 	0.87140999 	0.99694903 	0.99842917 	0.99226326 	0.84213481 	0.99342543 	0.99169851 	0.34804414 	0.99938611 	0.91104001 	0.90576174 	0.92532019 	0.99612818 	0.99915516 	
         230 	0.99487999 	0.10751401 	0.91286340 	0.51994914 	0.98933876 	0.99967695 	0.99825135 	0.21648411 	0.33385068 	0.99849184 	0.88129808 	0.99522103 	0.99627015 	0.99696600 	0.87356559 	0.99062510 	0.99655601 	0.42305699 	0.99977349 	0.94311780 	0.90517464 	0.96662770 	0.99880114 	0.99769338 	
         231 	0.99881599 	0.12068920 	0.92802116 	0.51711141 	0.99368238 	0.99987456 	0.99735166 	0.24012999 	0.29640378 	0.99918765 	0.89914070 	0.99765489 	0.99830506 	0.99947363 	0.88710164 	0.98874889 	0.99780437 	0.37692909 	0.99908740 	0.94733656 	0.92136238 	0.94171632 	0.99705313 	0.99843456 	
         232 	0.99682245 	0.12554168 	0.90867745 	0.54650138 	0.97754314 	0.99957673 	0.99132849 	0.24449463 	0.30028658 	0.99952986 	0.87721950 	0.99670916 	0.99633256 	0.99919270 	0.88248900 	0.98094370 	0.99755490 	0.44723223 	0.99834525 	0.96709603 	0.90393231 	0.94704035 	0.99662456 	0.99723516 	
         233 	0.99817350 	0.15670006 	0.91319208 	0.47560469 	0.98256211 	0.99940346 	0.99271186 	0.27141452 	0.32521851 	0.99919718 	0.87520598 	0.99378600 	0.99932394 	0.99966643 	0.88667611 	0.99461750 	0.99625072 	0.44348217 	0.99904793 	0.93511505 	0.94435518 	0.95660210 	0.99711200 	0.99887772 	
         234 	0.99203848 	0.14479014 	0.88869848 	0.55394318 	0.98398500 	0.99878931 	0.99545996 	0.22248639 	0.31869957 	0.99961511 	0.89977827 	0.99883116 	0.99984549 	0.99968065 	0.87912550 	0.97347122 	0.99812600 	0.43562247 	0.99842537 	0.95345369 	0.89846105 	0.96505557 	0.99900459 	0.99820701 	
         235 	0.99650451 	0.11128455 	0.90762777 	0.53646747 	0.99012190 	0.99967844 	0.99712484 	0.23112502 	0.29200744 	0.99968938 	0.91818806 	0.99876160 	0.99945846 	0.99829102 	0.85613710 	0.99329684 	0.99697944 	0.41351117 	0.99556326 	0.93857136 	0.91261528 	0.92760624 	0.99960853 	0.99754977 	
         236 	0.99925256 	0.16647226 	0.91336393 	0.52663847 	0.97791641 	0.99979125 	0.99237753 	0.27887084 	0.30339095 	0.99956441 	0.88684343 	0.99953843 	0.99814954 	0.99784549 	0.87660192 	0.99035643 	0.99767728 	0.44993113 	0.99648757 	0.94227978 	0.91166039 	0.93481317 	0.99927952 	0.99741765 	
         237 	0.99980857 	0.12859717 	0.90855319 	0.52182914 	0.99435072 	0.99965218 	0.99736164 	0.24610309 	0.32531894 	0.99825382 	0.89080128 	0.99718533 	0.99844018 	0.99479020 	0.86147414 	0.98158973 	0.99652804 	0.42493627 	0.99914260 	0.92776747 	0.90655919 	0.96167814 	0.99953905 	0.99794570 	
         238 	0.99961250 	0.13062478 	0.90037638 	0.52294176 	0.98782908 	0.99973983 	0.99524130 	0.29033260 	0.32688881 	0.99502628 	0.88727290 	0.99186363 	0.99643198 	0.99764016 	0.82696516 	0.99422296 	0.98676462 	0.39570084 	0.99900981 	0.91947262 	0.92009855 	0.96590046 	0.99950097 	0.99879046 	
         239 	0.99990211 	0.12374336 	0.90515320 	0.52506344 	0.98987791 	0.99833465 	0.99699544 	0.25918841 	0.32156089 	0.99376098 	0.85804490 	0.98987089 	0.98739407 	0.99633913 	0.89305624 	0.95607226 	0.98906308 	0.35755337 	0.99791984 	0.94846902 	0.92745609 	0.93969366 	0.99815166 	0.99783380 	
         240 	0.99709910 	0.15276150 	0.91555536 	0.54079145 	0.98542993 	0.99361008 	0.99832145 	0.29641754 	0.30344771 	0.99093719 	0.89383755 	0.99422666 	0.98988696 	0.98529266 	0.86475943 	0.98549635 	0.99235139 	0.37882865 	0.99872119 	0.95346775 	0.89687328 	0.93468795 	0.99487960 	0.99301510 	
         241 	0.98576007 	0.13776843 	0.89280330 	0.48156924 	0.99217979 	0.99382935 	0.99698409 	0.25936059 	0.33300778 	0.98625273 	0.91118766 	0.99271548 	0.99596655 	0.99407959 	0.89471053 	0.98741571 	0.99734680 	0.36783616 	0.99722586 	0.95082610 	0.90663957 	0.93674400 	0.99375374 	0.99529988 	
         242 	0.99422308 	0.14136644 	0.89325062 	0.54693783 	0.98926529 	0.99548839 	0.99765513 	0.26245121 	0.29426633 	0.99290891 	0.91744999 	0.99575419 	0.99743856 	0.99435089 	0.85687876 	0.99592690 	0.99657669 	0.37047412 	0.98990848 	0.96211637 	0.89625285 	0.95281913 	0.99472265 	0.99481035 	
         243 	0.99698232 	0.13394608 	0.91288297 	0.52711303 	0.98667205 	0.99930549 	0.99889439 	0.25879450 	0.34119892 	0.99631865 	0.87341330 	0.99937872 	0.99732035 	0.99541743 	0.83983451 	0.98475937 	0.99915753 	0.44569626 	0.99690996 	0.96333856 	0.91246316 	0.95711931 	0.99455280 	0.99464392 	
         244 	0.99650628 	0.11814317 	0.94452395 	0.48062744 	0.98294790 	0.99888497 	0.99878764 	0.24526971 	0.26576307 	0.99473290 	0.91257379 	0.99934164 	0.99670455 	0.99314561 	0.85968043 	0.99397345 	0.99950903 	0.39186962 	0.99806900 	0.94825627 	0.90576178 	0.92514525 	0.99912107 	0.99165043 	
         245 	0.99066162 	0.14083035 	0.90419384 	0.54031437 	0.98072061 	0.99768426 	0.99818125 	0.26468635 	0.33111783 	0.99305047 	0.88387478 	0.99964408 	0.99758261 	0.99735829 	0.83132322 	0.98638074 	0.99989136 	0.40751475 	0.99830213 	0.92093731 	0.87728115 	0.92369903 	0.99819377 	0.99418825 	
         246 	0.99473520 	0.11166088 	0.91920235 	0.53529729 	0.98133140 	0.99909406 	0.99734276 	0.23972189 	0.30431230 	0.99792680 	0.91437091 	0.99902664 	0.99718038 	0.99814132 	0.88063323 	0.98656434 	0.99990286 	0.42617074 	0.99975988 	0.95928540 	0.90580760 	0.95375505 	0.99390366 	0.99603801 	
         247 	0.99792280 	0.13762587 	0.91315163 	0.54887995 	0.97738275 	0.99915015 	0.98880825 	0.23773494 	0.32700665 	0.99844555 	0.89724282 	0.99964914 	0.99854045 	0.99246246 	0.89134095 	0.97723563 	0.99962360 	0.44294302 	0.99981159 	0.96002477 	0.90560605 	0.93590354 	0.99706935 	0.99677409 	
         248 	0.99857837 	0.12866468 	0.89703406 	0.47887662 	0.98136129 	0.99925095 	0.99725645 	0.23089227 	0.32001336 	0.98913892 	0.91080173 	0.99837995 	0.99640864 	0.99677121 	0.86128179 	0.98513093 	0.99979451 	0.42851044 	0.99511527 	0.94735777 	0.91855197 	0.93635850 	0.99855612 	0.99448703 	
         249 	0.99872204 	0.15023482 	0.89192651 	0.49177717 	0.98689894 	0.99732499 	0.99706458 	0.24993174 	0.33565586 	0.99758047 	0.89352035 	0.99860193 	0.99476424 	0.99701263 	0.87748976 	0.97615741 	0.99943734 	0.44265782 	0.99722551 	0.94870722 	0.91660884 	0.93598864 	0.99733915 	0.99567880 	
         250 	0.99823792 	0.15790724 	0.87937739 	0.49636585 	0.97924452 	0.99517331 	0.99079834 	0.25670401 	0.31101452 	0.99686399 	0.89975284 	0.99856579 	0.99936568 	0.99715542 	0.88691569 	0.98401079 	0.99859495 	0.40301166 	0.99800656 	0.95250106 	0.91431660 	0.95573005 	0.99896955 	0.99832962 	
         251 	0.99929278 	0.12649122 	0.89750033 	0.57875226 	0.98596443 	0.99894219 	0.99529033 	0.22897381 	0.28531048 	0.99560093 	0.90934322 	0.99708569 	0.99785590 	0.99723771 	0.89374698 	0.99162303 	0.99859172 	0.38073976 	0.99654544 	0.95232769 	0.90648852 	0.97451518 	0.99821423 	0.99955946 	
         252 	0.99853475 	0.12633054 	0.91213108 	0.52902227 	0.98199678 	0.99902776 	0.99764118 	0.22883198 	0.33302822 	0.98881200 	0.92359705 	0.99797349 	0.99481497 	0.99957219 	0.86962353 	0.98127777 	0.99887953 	0.41915858 	0.99623004 	0.93336033 	0.93257537 	0.94220890 	0.99568834 	0.99962439 	
         253 	0.99972341 	0.09412679 	0.92897557 	0.45110764 	0.98920172 	0.99964191 	0.99927826 	0.27003367 	0.28428706 	0.99049991 	0.87759078 	0.99761419 	0.99804700 	0.99986956 	0.87658924 	0.98891968 	0.99722454 	0.45019156 	0.99748235 	0.93782124 	0.86867535 	0.94597012 	0.99226957 	0.99992714 	
         254 	0.99928941 	0.11431744 	0.90606422 	0.53025481 	0.98055241 	0.99792067 	0.99953488 	0.25099105 	0.30608783 	0.99718203 	0.88325391 	0.99846228 	0.99879722 	0.99993566 	0.87694181 	0.99009655 	0.99956610 	0.41687969 	0.99532350 	0.96162806 	0.90175507 	0.96664703 	0.99473807 	0.99875499 	
         255 	0.99911495 	0.10478195 	0.91432463 	0.55178947 	0.99293430 	0.99557206 	0.99628621 	0.23453712 	0.29084425 	0.99587252 	0.87339059 	0.99788850 	0.99820987 	0.99986675 	0.85627385 	0.99784503 	0.99877543 	0.40406994 	0.99695614 	0.95022393 	0.92751314 	0.95857966 	0.99771337 	0.99890904 	
         256 	0.99812852 	0.16557445 	0.91916517 	0.52704168 	0.98660583 	0.99626122 	0.99643306 	0.28651820 	0.29445817 	0.99613242 	0.87106807 	0.99860997 	0.99937882 	0.99938018 	0.85393671 	0.99253509 	0.99801812 	0.45608930 	0.99866531 	0.94426162 	0.89435900 	0.93758615 	0.99854850 	0.99975009 	
         257 	0.99862412 	0.12034226 	0.88949344 	0.50140376 	0.99434249 	0.99847216 	0.99716550 	0.26047343 	0.26131976 	0.99781683 	0.86454284 	0.99940683 	0.99027461 	0.99906164 	0.84601897 	0.97970825 	0.99915754 	0.42776817 	0.99887648 	0.94588500 	0.89954739 	0.97153270 	0.99947983 	0.99963777 	
         258 	0.99929038 	0.09206818 	0.90597974 	0.53042484 	0.99158647 	0.99778177 	0.99636343 	0.25629099 	0.30096166 	0.99953081 	0.88142064 	0.99958756 	0.99156200 	0.99856940 	0.81105722 	0.98792891 	0.99965035 	0.42323102 	0.99857786 	0.95065101 	0.88603021 	0.96210588 	0.99678651 	0.99982343 	
         259 	0.99890840 	0.13056938 	0.90996671 	0.55033736 	0.98409017 	0.99519742 	0.99785253 	0.26352242 	0.33060466 	0.99838100 	0.90175484 	0.99912271 	0.99092278 	0.99804044 	0.85343143 	0.97880395 	0.99955326 	0.39714095 	0.99784080 	0.95238613 	0.92810132 	0.95992146 	0.99892504 	0.99951281 	
         260 	0.99670111 	0.13567041 	0.88250308 	0.50894315 	0.99421735 	0.98392468 	0.99842031 	0.21817852 	0.26933052 	0.99627651 	0.89998572 	0.99783874 	0.99296769 	0.99689556 	0.84867169 	0.98768450 	0.99919046 	0.40067798 	0.99822832 	0.94637009 	0.92134126 	0.94687411 	0.99893354 	0.99975659 	
         261 	0.99536194 	0.14634850 	0.94042411 	0.55399446 	0.98983908 	0.99295941 	0.99533758 	0.25386035 	0.34954325 	0.99672037 	0.89158983 	0.99819873 	0.99006952 	0.99757525 	0.86111376 	0.99830910 	0.99809002 	0.42803065 	0.99865980 	0.92527102 	0.92358636 	0.95098849 	0.98331601 	0.99988284 	
         262 	0.99658520 	0.12683886 	0.94420357 	0.50084461 	0.98543789 	0.99114849 	0.99463920 	0.23680782 	0.30166827 	0.99655758 	0.88117450 	0.99931650 	0.98768765 	0.99960211 	0.85460013 	0.98707027 	0.99345810 	0.41708356 	0.99939304 	0.95276152 	0.91358413 	0.94586359 	0.98804584 	0.99896587 	
         263 	0.99864919 	0.11207112 	0.92914373 	0.49875629 	0.98506891 	0.99168371 	0.99909277 	0.24119145 	0.30347446 	0.99875433 	0.90749498 	0.99601776 	0.98677706 	0.99960889 	0.88933382 	0.98776515 	0.99572321 	0.43987439 	0.99958463 	0.93338378 	0.90872845 	0.94282374 	0.98865770 	0.99937204 	
         264 	0.99852641 	0.12562399 	0.93141063 	0.50640700 	0.98214945 	0.99153797 	0.99860680 	0.25277350 	0.31410585 	0.99342785 	0.88689324 	0.99664928 	0.98266508 	0.99984158 	0.86062237 	0.98831460 	0.99513135 	0.44842385 	0.99412091 	0.94462857 	0.88444223 	0.94297079 	0.99596210 	0.99933027 	
         265 	0.99894187 	0.11275423 	0.91072910 	0.50249009 	0.99068724 	0.99018384 	0.99663432 	0.23842276 	0.29817169 	0.99766149 	0.90926779 	0.99932897 	0.99630938 	0.99867869 	0.86349031 	0.98683537 	0.99889806 	0.41614899 	0.99088783 	0.96254814 	0.89606246 	0.95934594 	0.99515912 	0.99689245 	
         266 	0.99928830 	0.14492045 	0.91942616 	0.51569910 	0.99246354 	0.99586087 	0.99836833 	0.27258648 	0.32414326 	0.98939322 	0.87441783 	0.99700851 	0.99530095 	0.99838971 	0.87113752 	0.99196286 	0.99591587 	0.43148593 	0.99809088 	0.93983967 	0.89120823 	0.95901843 	0.99375886 	0.99494927 	
         267 	0.99849235 	0.14302168 	0.93317457 	0.51285161 	0.99416309 	0.99584593 	0.99783356 	0.24920555 	0.32264247 	0.99294926 	0.87211074 	0.99175738 	0.99241398 	0.99590782 	0.85283562 	0.98398432 	0.99558490 	0.38033387 	0.99944986 	0.94694831 	0.89397866 	0.95192559 	0.99645541 	0.99736071 	
         268 	0.99855926 	0.12317422 	0.92144701 	0.52972652 	0.98541877 	0.99366989 	0.99836860 	0.25328816 	0.34961131 	0.99338584 	0.89728132 	0.99758686 	0.99921149 	0.99499744 	0.85421197 	0.99593523 	0.99133255 	0.36256858 	0.99932057 	0.95123100 	0.88444506 	0.96399763 	0.99632115 	0.99556305 	
         269 	0.99843047 	0.11409995 	0.92658109 	0.53013973 	0.98768988 	0.99806833 	0.99400799 	0.24556043 	0.34288044 	0.99464942 	0.88415472 	0.99852211 	0.99907009 	0.99700879 	0.87571777 	0.98902061 	0.99738634 	0.44470450 	0.99965622 	0.95153926 	0.92342807 	0.97258943 	0.99728999 	0.99640861 	
         270 	0.99926278 	0.13394345 	0.92033052 	0.53014590 	0.98965070 	0.99766001 	0.99584417 	0.26245932 	0.32112517 	0.99661691 	0.88674957 	0.99443781 	0.99914502 	0.99496518 	0.88995070 	0.98750085 	0.99836798 	0.45944217 	0.99878732 	0.94312021 	0.86543629 	0.92805174 	0.99857819 	0.99734380 	
         271 	0.99759408 	0.12746658 	0.93097085 	0.52663206 	0.99230898 	0.99804308 	0.99282805 	0.25694356 	0.31604815 	0.99880026 	0.87379336 	0.99779388 	0.99865379 	0.99667659 	0.87485259 	0.98432440 	0.99956852 	0.45096795 	0.99737927 	0.95622323 	0.89355028 	0.94664927 	0.99953864 	0.99269566 	
         272 	0.99946967 	0.13024681 	0.91006957 	0.52814039 	0.98146504 	0.99348606 	0.99486934 	0.25931123 	0.30376103 	0.99550870 	0.87437682 	0.99306615 	0.99735058 	0.99704594 	0.85241770 	0.98494070 	0.99896477 	0.45271738 	0.98808357 	0.94121217 	0.91805578 	0.94352019 	0.99973769 	0.99837514 	
         273 	0.99984658 	0.12770273 	0.91675485 	0.49247985 	0.98655147 	0.99087176 	0.99626969 	0.24870974 	0.29379575 	0.99529112 	0.90166307 	0.99627392 	0.99963931 	0.99800474 	0.83635705 	0.97860953 	0.99667267 	0.40419546 	0.99517605 	0.93232799 	0.91688291 	0.94599360 	0.99900799 	0.99879087 	
         274 	0.99972904 	0.13657117 	0.91219776 	0.51709195 	0.99131780 	0.98901020 	0.99933774 	0.24876885 	0.30097557 	0.99643132 	0.88640035 	0.99804603 	0.99702705 	0.99943664 	0.86183521 	0.98607201 	0.99885657 	0.41025286 	0.99495550 	0.93150216 	0.87696205 	0.95816892 	0.99862874 	0.99309619 	
         275 	0.99959490 	0.14122625 	0.93817618 	0.49829827 	0.99144243 	0.99548718 	0.99820377 	0.24445304 	0.28021567 	0.99562878 	0.88583479 	0.99838786 	0.99460179 	0.99936224 	0.88879873 	0.99065916 	0.99775167 	0.39237551 	0.99715959 	0.93860410 	0.91732600 	0.93985564 	0.99331766 	0.99625620 	
         276 	0.99898811 	0.12871063 	0.89919126 	0.52836540 	0.98847533 	0.99776157 	0.99903016 	0.22242284 	0.28890594 	0.99582682 	0.89766677 	0.99813408 	0.98177735 	0.99904846 	0.85053714 	0.98969332 	0.99724874 	0.38352010 	0.99779542 	0.93489827 	0.91908298 	0.94630779 	0.98782092 	0.99730310 	
         277 	0.99934194 	0.13654986 	0.92790998 	0.52416942 	0.99619038 	0.99847980 	0.99924018 	0.22941891 	0.29530384 	0.99070085 	0.87894135 	0.99770812 	0.99462723 	0.99681697 	0.87370572 	0.99256433 	0.99836872 	0.38906673 	0.99808317 	0.95990898 	0.91032684 	0.95922187 	0.99385576 	0.99733787 	
         278 	0.99911571 	0.16747124 	0.88675238 	0.54120959 	0.99206139 	0.99491298 	0.99897962 	0.25701452 	0.32054002 	0.99188009 	0.92254508 	0.99799182 	0.99459898 	0.99876233 	0.86332139 	0.99209851 	0.99915595 	0.41094512 	0.99873785 	0.92189506 	0.91915579 	0.92332697 	0.99818205 	0.99840925 	
         279 	0.99745965 	0.12947641 	0.89757473 	0.45621276 	0.98767430 	0.99693319 	0.99871744 	0.27495993 	0.29244987 	0.99958084 	0.90680165 	0.99442122 	0.98736417 	0.99852398 	0.85708367 	0.97818109 	0.99869931 	0.38406192 	0.99729510 	0.94948653 	0.91757529 	0.97266420 	0.99476474 	0.99797336 	
         280 	0.99585724 	0.15280566 	0.92915516 	0.47078577 	0.98815069 	0.99711093 	0.99739832 	0.20561442 	0.31141158 	0.99920168 	0.88024837 	0.99557872 	0.98971345 	0.99927512 	0.89253047 	0.99133194 	0.99865815 	0.46597561 	0.99863257 	0.93732027 	0.89781140 	0.93697018 	0.99613941 	0.99793758 	
         281 	0.99023244 	0.13219174 	0.91937973 	0.57094920 	0.99363175 	0.99409979 	0.99436809 	0.27003518 	0.29465686 	0.99901925 	0.86258896 	0.99335644 	0.99301004 	0.99960704 	0.87559446 	0.97916045 	0.99531178 	0.45298174 	0.99668084 	0.95617782 	0.93463570 	0.96146051 	0.99667612 	0.99776537 	
         282 	0.99644802 	0.16609080 	0.92876653 	0.49374919 	0.99404907 	0.99780947 	0.99767547 	0.29854968 	0.32220957 	0.99736676 	0.88316604 	0.99622296 	0.99741761 	0.99962360 	0.87085990 	0.98213966 	0.99775641 	0.36258559 	0.99575345 	0.93762934 	0.92269869 	0.94545344 	0.99834652 	0.99805988 	
         283 	0.99334729 	0.14193391 	0.93451906 	0.52959219 	0.99342481 	0.99801201 	0.99889116 	0.26701533 	0.30257517 	0.99089538 	0.88976404 	0.99602143 	0.99573581 	0.99969044 	0.86105619 	0.98861301 	0.99371872 	0.34412081 	0.99665113 	0.94781404 	0.86706509 	0.94387332 	0.99803074 	0.99397309 	
         284 	0.99941196 	0.13587286 	0.89123255 	0.50867700 	0.98510228 	0.98382228 	0.99949526 	0.20510856 	0.29849058 	0.99760500 	0.89428260 	0.99489220 	0.99470765 	0.99933783 	0.88063895 	0.98963749 	0.99716586 	0.42172472 	0.99454310 	0.96439187 	0.93256902 	0.95061852 	0.99335274 	0.99532556 	
         285 	0.99675461 	0.14881126 	0.90480487 	0.59112245 	0.98194489 	0.99650102 	0.99463978 	0.21701030 	0.30899413 	0.99848949 	0.87810535 	0.99565396 	0.99751603 	0.99907558 	0.85264511 	0.98689952 	0.99461089 	0.42561623 	0.99568804 	0.95432350 	0.90536712 	0.96374428 	0.99642227 	0.99735805 	
         286 	0.99913479 	0.14749086 	0.93388448 	0.54331176 	0.97381679 	0.99675666 	0.99361345 	0.21579570 	0.30792222 	0.99914664 	0.89718197 	0.99652812 	0.99708431 	0.99988944 	0.87705976 	0.98799527 	0.99876162 	0.39213442 	0.99348925 	0.93165435 	0.91366015 	0.92887058 	0.98358137 	0.99409038 	
         287 	0.99704503 	0.15363664 	0.92609812 	0.50306208 	0.97226720 	0.99314449 	0.99333426 	0.24891168 	0.31437009 	0.99940187 	0.88515975 	0.99902984 	0.99624343 	0.99935652 	0.86407624 	0.99480706 	0.99833851 	0.41949345 	0.99723237 	0.93295494 	0.94071051 	0.95072155 	0.98823440 	0.99464869 	
         288 	0.99540188 	0.14471873 	0.90073300 	0.49548375 	0.98256984 	0.99741675 	0.98912161 	0.22158464 	0.31780669 	0.99930534 	0.92473096 	0.99806762 	0.99780095 	0.99905464 	0.88231508 	0.99331446 	0.99572273 	0.40873015 	0.99333537 	0.92989292 	0.88565820 	0.96399701 	0.98711102 	0.99851238 	
         289 	0.99816381 	0.11234188 	0.90231468 	0.49133992 	0.99342438 	0.99783064 	0.99679098 	0.19211756 	0.29198212 	0.99778176 	0.86259825 	0.99197150 	0.99674042 	0.99778192 	0.88294807 	0.98544379 	0.99444239 	0.41076747 	0.98753623 	0.93177000 	0.92544809 	0.95508404 	0.98284444 	0.99737313 	
         290 	0.98997032 	0.14890542 	0.90472429 	0.50276105 	0.97102069 	0.99488100 	0.98562146 	0.22539506 	0.30838032 	0.99442786 	0.89919901 	0.99537965 	0.99659978 	0.99887288 	0.85852943 	0.98972119 	0.99315951 	0.43232483 	0.99037663 	0.95461962 	0.92581574 	0.96459364 	0.99536290 	0.99413913 	
         291 	0.99541358 	0.11604835 	0.94094459 	0.48356481 	0.98023394 	0.99741172 	0.99457127 	0.19549092 	0.28167989 	0.99705561 	0.88431802 	0.99401011 	0.99100071 	0.99889525 	0.86795631 	0.98901424 	0.99520710 	0.41040936 	0.99692656 	0.91905716 	0.91847207 	0.95496878 	0.99656382 	0.99582559 	
         292 	0.99269011 	0.15811208 	0.90920875 	0.49321581 	0.99005083 	0.99932266 	0.99712488 	0.23377430 	0.26922214 	0.99904591 	0.89357414 	0.99622356 	0.99505486 	0.99592173 	0.88521162 	0.98597706 	0.99875770 	0.39704522 	0.99416557 	0.93660124 	0.91371800 	0.96973032 	0.99842144 	0.99517890 	
         293 	0.99212802 	0.08677960 	0.88935317 	0.51869621 	0.98412567 	0.99958868 	0.99458556 	0.23873486 	0.25387501 	0.99854939 	0.90877695 	0.99038194 	0.99530950 	0.99098633 	0.86516875 	0.97834549 	0.99932567 	0.38490489 	0.99329706 	0.93291520 	0.89258180 	0.95785966 	0.99840649 	0.99795626 	
         294 	0.99688409 	0.14217965 	0.90293056 	0.54387470 	0.99490889 	0.99968958 	0.98977736 	0.27340066 	0.27364149 	0.99878100 	0.90168977 	0.98817925 	0.99812280 	0.99685461 	0.89641570 	0.99159847 	0.99891803 	0.41602801 	0.99541253 	0.91547737 	0.87746299 	0.94467832 	0.99710274 	0.99860815 	
         295 	0.99924163 	0.11105579 	0.92626144 	0.52336136 	0.98596144 	0.99616297 	0.98537835 	0.24072328 	0.30500460 	0.99666652 	0.92656278 	0.99811300 	0.99744763 	0.99201273 	0.88236804 	0.98701555 	0.99950215 	0.38976501 	0.99878691 	0.92897636 	0.90944072 	0.91116067 	0.99384321 	0.99756926 	
         296 	0.99905023 	0.12219141 	0.91406786 	0.53824350 	0.98149751 	0.99672347 	0.99464788 	0.25023458 	0.31371066 	0.99915969 	0.88320456 	0.99829702 	0.99735153 	0.99653023 	0.90142161 	0.98767430 	0.99941449 	0.39740930 	0.99879766 	0.95893017 	0.91893939 	0.94691100 	0.99432908 	0.99831513 	
         297 	0.99749732 	0.14652569 	0.90679697 	0.49573162 	0.98820382 	0.99566483 	0.99638614 	0.21945060 	0.28671670 	0.99896893 	0.90258515 	0.99768604 	0.99335272 	0.99298626 	0.84358379 	0.98467961 	0.99933425 	0.41633849 	0.99675189 	0.95343234 	0.92660165 	0.95616521 	0.99596222 	0.99682822 	
         298 	0.99758776 	0.12245908 	0.91175291 	0.49950949 	0.99452139 	0.99460222 	0.99924976 	0.22529832 	0.32051240 	0.99700473 	0.88985423 	0.99946633 	0.99671261 	0.99838497 	0.87604740 	0.98811709 	0.99920118 	0.44354674 	0.99707805 	0.96582517 	0.89573428 	0.98222527 	0.99688671 	0.99696961 	
         299 	0.99111788 	0.14066075 	0.91209168 	0.50393557 	0.98564452 	0.99690387 	0.99842926 	0.24232089 	0.33460611 	0.99722748 	0.91111412 	0.99629999 	0.99676449 	0.99970159 	0.87034741 	0.98945149 	0.99892382 	0.36019955 	0.99699471 	0.93576319 	0.89195260 	0.93100761 	0.98821784 	0.99346162 	
         300 	0.99036407 	0.14841122 	0.89926225 	0.53030085 	0.99027124 	0.99714624 	0.99935150 	0.24915449 	0.33986966 	0.99291003 	0.88328868 	0.99264738 	0.99780018 	0.99918118 	0.83949164 	0.98159777 	0.99600087 	0.39547273 	0.99593740 	0.95229489 	0.90186544 	0.95102857 	0.98453614 	0.99672959 	
         301 	0.99578447 	0.13737995 	0.91855736 	0.54452330 	0.99149995 	0.99064522 	0.99917367 	0.23942822 	0.34724295 	0.99262102 	0.89231137 	0.99369161 	0.99623230 	0.99716886 	0.87823244 	0.98844271 	0.99533083 	0.38764183 	0.99541729 	0.94828426 	0.90351359 	0.95866358 	0.98056153 	0.99672749 	
         302 	0.99710246 	0.13981191 	0.92514256 	0.49401631 	0.98841509 	0.99434049 	0.99956119 	0.24157248 	0.29116555 	0.98724081 	0.88787568 	0.99598717 	0.99197937 	0.99875714 	0.84966764 	0.98398738 	0.99818147 	0.43897511 	0.99502228 	0.94127591 	0.91688936 	0.95313615 	0.99498384 	0.99695283 	
         303 	0.99732497 	0.15112996 	0.90737073 	0.55370345 	0.98342659 	0.99359469 	0.99947049 	0.22205415 	0.25897843 	0.99264252 	0.88435968 	0.99930111 	0.98785445 	0.99853040 	0.83820441 	0.98349384 	0.99363448 	0.40781636 	0.99693923 	0.94551653 	0.90129365 	0.95552601 	0.99858609 	0.99732872 	
