#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:45:43]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         304 	0.99702845 	0.13042496 	0.89997790 	0.54386435 	0.98266032 	0.99803314 	0.99967081 	0.22673908 	0.26399527 	0.99338355 	0.89580268 	0.99666356 	0.99653879 	0.99980402 	0.83425802 	0.99273625 	0.99418267 	0.39337226 	0.99400398 	0.94168469 	0.88015422 	0.95989540 	0.99776175 	0.99974403 	
         305 	0.99230515 	0.13518086 	0.89329752 	0.52678145 	0.98632907 	0.99656534 	0.99891403 	0.23518282 	0.27203219 	0.99656974 	0.89663323 	0.99824481 	0.99743205 	0.99989010 	0.88783092 	0.99210430 	0.99081836 	0.39999643 	0.99647720 	0.95294211 	0.90767856 	0.94542486 	0.99775084 	0.99847726 	
         306 	0.99087802 	0.14133885 	0.89461885 	0.53242606 	0.97850504 	0.99782408 	0.99743015 	0.29118939 	0.32877396 	0.98894862 	0.89567143 	0.99783136 	0.99853010 	0.99991974 	0.86762629 	0.98105331 	0.99673622 	0.40742649 	0.99803457 	0.96218589 	0.92288920 	0.95306045 	0.99633289 	0.99725731 	
         307 	0.99498533 	0.12163311 	0.89556342 	0.52248093 	0.99206225 	0.99133854 	0.99796199 	0.27492263 	0.33211931 	0.99795554 	0.90282029 	0.99686975 	0.99891577 	0.99966570 	0.86577326 	0.98389980 	0.99886693 	0.36308511 	0.98883815 	0.94970265 	0.89727469 	0.94328761 	0.99738991 	0.99066876 	
         308 	0.99872458 	0.13313179 	0.90044107 	0.52873212 	0.98636364 	0.99129819 	0.99835139 	0.26750374 	0.30701544 	0.99727387 	0.90001482 	0.99656911 	0.99652319 	0.99968295 	0.90157763 	0.99317899 	0.99940512 	0.41589138 	0.99811000 	0.94711394 	0.88246832 	0.93838726 	0.99671013 	0.99295044 	
         309 	0.99931423 	0.13624916 	0.89660128 	0.48814021 	0.98035992 	0.99428250 	0.99908686 	0.27455434 	0.32191409 	0.99707872 	0.90025275 	0.99725832 	0.99467995 	0.99992948 	0.88818249 	0.99203152 	0.99975356 	0.38342897 	0.99838893 	0.96276262 	0.90201698 	0.95761383 	0.99752542 	0.99903132 	
         310 	0.99478934 	0.11154510 	0.92143621 	0.52030755 	0.98886214 	0.99416037 	0.99750019 	0.25380594 	0.33625861 	0.99548262 	0.86847528 	0.99565817 	0.99849873 	0.99949056 	0.86855554 	0.98608973 	0.99897277 	0.40309002 	0.99747597 	0.95537346 	0.90634290 	0.94508848 	0.99929547 	0.99941163 	
         311 	0.99010216 	0.12609767 	0.94523922 	0.47625490 	0.99453080 	0.99867303 	0.99684167 	0.28611785 	0.35586020 	0.99867855 	0.88704769 	0.99497984 	0.99120088 	0.99941393 	0.88796558 	0.98935389 	0.99949154 	0.38937100 	0.99872213 	0.97103675 	0.93031909 	0.96456830 	0.99845347 	0.99943895 	
         312 	0.99833117 	0.12963574 	0.90414537 	0.54517661 	0.98985141 	0.99670303 	0.99913289 	0.21013853 	0.29527730 	0.99852600 	0.90793819 	0.99549113 	0.99726167 	0.99969809 	0.85789304 	0.99222726 	0.99878252 	0.39184319 	0.99889302 	0.94536892 	0.89007351 	0.94364087 	0.99483850 	0.99608471 	
         313 	0.99849956 	0.13525875 	0.91293225 	0.53416591 	0.99095391 	0.99601926 	0.99831457 	0.21998988 	0.28873685 	0.99855354 	0.85964068 	0.99607875 	0.99827316 	0.99837089 	0.88608617 	0.99012691 	0.99693315 	0.39942827 	0.99929961 	0.93341082 	0.93907753 	0.95908985 	0.99874744 	0.99754114 	
         314 	0.99405316 	0.11007643 	0.93411008 	0.54974533 	0.98575405 	0.99487857 	0.99784803 	0.24430938 	0.31350644 	0.99902687 	0.91930963 	0.99892429 	0.99731023 	0.98996890 	0.87271204 	0.98698133 	0.99463805 	0.38193889 	0.99767255 	0.93246977 	0.91316536 	0.94124566 	0.99714519 	0.99731638 	
         315 	0.99760722 	0.11140623 	0.93334292 	0.54023943 	0.99757811 	0.99653181 	0.99860540 	0.25022937 	0.28105817 	0.99479648 	0.84808627 	0.99991504 	0.99776213 	0.98820409 	0.88345037 	0.98530000 	0.99487801 	0.38678070 	0.99540096 	0.94489139 	0.91324803 	0.95417694 	0.99668686 	0.99923617 	
         316 	0.99607917 	0.10481137 	0.86585906 	0.54281847 	0.98907773 	0.99855083 	0.99971104 	0.24466481 	0.30211222 	0.99251255 	0.88413462 	0.99981632 	0.99857550 	0.98843164 	0.87916061 	0.99262293 	0.99806248 	0.41608735 	0.98654249 	0.94021014 	0.89460537 	0.94892035 	0.99819220 	0.99923589 	
         317 	0.99897105 	0.10655268 	0.93623016 	0.48545161 	0.98022175 	0.99974002 	0.99851169 	0.24613407 	0.30346974 	0.99177777 	0.87152764 	0.99940456 	0.99906152 	0.99780920 	0.87939567 	0.99049591 	0.99733117 	0.42706515 	0.99568359 	0.95361204 	0.90267212 	0.96226466 	0.99856658 	0.99948556 	
         318 	0.99836465 	0.10773701 	0.92386113 	0.48613368 	0.99278488 	0.99937296 	0.99939688 	0.24713338 	0.30439304 	0.99076321 	0.86478231 	0.99897983 	0.99864543 	0.99647854 	0.87295995 	0.98326953 	0.99346656 	0.42782462 	0.99260063 	0.96785769 	0.89760724 	0.96455574 	0.99944034 	0.99908834 	
         319 	0.99791712 	0.11779415 	0.93285074 	0.49434436 	0.98676991 	0.99564169 	0.99946075 	0.25916286 	0.31550762 	0.99771096 	0.90195378 	0.99861798 	0.99856182 	0.99438768 	0.86630757 	0.99217778 	0.99556376 	0.40623308 	0.99334051 	0.94672418 	0.91375467 	0.94687424 	0.99877593 	0.99924289 	
         320 	0.99823067 	0.11869005 	0.91088370 	0.49485786 	0.98413114 	0.99847757 	0.99849087 	0.25991520 	0.31620273 	0.99884585 	0.87715881 	0.99904936 	0.99847777 	0.99926810 	0.86640126 	0.99155136 	0.99536271 	0.41777233 	0.99841752 	0.94952972 	0.93408861 	0.94903439 	0.99814926 	0.99675356 	
         321 	0.99586465 	0.14663773 	0.91607063 	0.50829804 	0.97885998 	0.99524265 	0.99580213 	0.27132828 	0.33263800 	0.99933117 	0.91560218 	0.99647905 	0.99742823 	0.99552323 	0.88652116 	0.98523495 	0.99731205 	0.40820568 	0.99966193 	0.94314686 	0.92537429 	0.93574833 	0.99672022 	0.99303225 	
         322 	0.99710393 	0.12348874 	0.90124630 	0.51784207 	0.98436078 	0.99286993 	0.99255374 	0.24881662 	0.27480370 	0.99973151 	0.87553674 	0.99250583 	0.99287462 	0.99880026 	0.87226802 	0.97889665 	0.99611660 	0.42088283 	0.99975124 	0.93869288 	0.90299100 	0.96057640 	0.99762005 	0.99817714 	
         323 	0.99821796 	0.12308836 	0.90798408 	0.52685157 	0.98552370 	0.99307339 	0.99383498 	0.27025151 	0.28628615 	0.99942045 	0.88567736 	0.99136609 	0.99371769 	0.99747382 	0.88109439 	0.98914154 	0.99801612 	0.46366674 	0.99889671 	0.93404234 	0.85688840 	0.94181904 	0.99505126 	0.99909031 	
         324 	0.99839622 	0.09638407 	0.91103450 	0.50006315 	0.98948108 	0.99167974 	0.99494682 	0.24802873 	0.36215052 	0.99941967 	0.88359739 	0.99768419 	0.99438263 	0.99663376 	0.89831585 	0.99800348 	0.99807458 	0.38787954 	0.99857636 	0.92561751 	0.91200150 	0.94241496 	0.99785468 	0.99977698 	
         325 	0.99507372 	0.11464711 	0.90515335 	0.51016740 	0.97955768 	0.99467273 	0.99084543 	0.26322687 	0.25457645 	0.99925944 	0.89490603 	0.99411345 	0.99878831 	0.99752770 	0.88087544 	0.99277816 	0.99852852 	0.41244754 	0.99373959 	0.93017784 	0.90497928 	0.95024058 	0.99903119 	0.99960818 	
         326 	0.99584798 	0.12696399 	0.92345579 	0.51698187 	0.96717410 	0.99454775 	0.99598980 	0.24016978 	0.27141666 	0.99932032 	0.88389803 	0.99326663 	0.99850285 	0.99301419 	0.86162364 	0.99284821 	0.99904779 	0.39717236 	0.99915959 	0.95088310 	0.92355909 	0.96668266 	0.99834233 	0.99985262 	
         327 	0.99562906 	0.15497222 	0.92158172 	0.53247777 	0.97295036 	0.99647287 	0.99769583 	0.28864600 	0.29479064 	0.99917747 	0.87692661 	0.99490991 	0.99692728 	0.99737339 	0.82721761 	0.99132410 	0.99871290 	0.42419970 	0.99625541 	0.96149613 	0.89780332 	0.96969537 	0.99640373 	0.99884604 	
         328 	0.99543403 	0.15276055 	0.90754647 	0.52147682 	0.99100820 	0.99628911 	0.99642329 	0.27190760 	0.27819683 	0.99337713 	0.89405000 	0.99525218 	0.99803875 	0.99503509 	0.85942482 	0.95674653 	0.99835471 	0.43534098 	0.99910853 	0.94215320 	0.89716518 	0.97153305 	0.99680221 	0.99934191 	
         329 	0.99503723 	0.15260905 	0.91449012 	0.47548984 	0.97952537 	0.99811101 	0.99816657 	0.27177740 	0.36902625 	0.99773694 	0.89833543 	0.99443604 	0.99973417 	0.99569180 	0.87311329 	0.98464507 	0.99935869 	0.38398638 	0.99530503 	0.95507136 	0.91420447 	0.94635750 	0.99553270 	0.99959557 	
         330 	0.98841851 	0.12088372 	0.90151432 	0.52622969 	0.98511346 	0.99450381 	0.99871452 	0.22516608 	0.34540333 	0.99660999 	0.88082736 	0.99275501 	0.99918552 	0.99627294 	0.86836280 	0.98511367 	0.99889203 	0.36092355 	0.99780681 	0.94797418 	0.92732418 	0.95755009 	0.99717663 	0.99970967 	
         331 	0.99850281 	0.12034309 	0.93035081 	0.49228651 	0.98963677 	0.99698704 	0.99748955 	0.23858954 	0.32616996 	0.99914313 	0.90566895 	0.99726835 	0.99765040 	0.99801203 	0.86828185 	0.99111299 	0.99803995 	0.38789813 	0.99711399 	0.95985315 	0.88364166 	0.95965009 	0.99484878 	0.99982582 	
         332 	0.99539299 	0.09715252 	0.91988374 	0.53197987 	0.97880205 	0.99075082 	0.99476893 	0.26023223 	0.34532322 	0.99952566 	0.91161259 	0.99859709 	0.99607928 	0.99805186 	0.88868745 	0.98840773 	0.99894790 	0.40529680 	0.99919167 	0.95318647 	0.90193843 	0.96992704 	0.99348484 	0.99989720 	
         333 	0.99875470 	0.12634395 	0.91518228 	0.51376475 	0.97776307 	0.98269167 	0.99772677 	0.29041699 	0.30925229 	0.99964440 	0.87634237 	0.99758491 	0.99615249 	0.99507003 	0.89228647 	0.99251789 	0.99807308 	0.45329297 	0.99892736 	0.91579823 	0.91147841 	0.95844762 	0.99468099 	0.99981961 	
         334 	0.99910213 	0.14438367 	0.91746547 	0.53792165 	0.98458417 	0.99076252 	0.99792716 	0.23984096 	0.32351522 	0.99924023 	0.89433679 	0.99613355 	0.99975091 	0.99855880 	0.87305333 	0.99375005 	0.99932144 	0.35356491 	0.99944965 	0.93042793 	0.90469163 	0.93822360 	0.99442340 	0.99954808 	
         335 	0.99798468 	0.13870677 	0.93563827 	0.50813956 	0.99113115 	0.99263996 	0.99594637 	0.29042185 	0.31902683 	0.99645921 	0.90038200 	0.99651757 	0.99977952 	0.99593876 	0.89570820 	0.99393270 	0.99689079 	0.39710549 	0.99969594 	0.95300283 	0.86110846 	0.96449545 	0.99259936 	0.99737348 	
         336 	0.99855355 	0.13138879 	0.89406252 	0.47960588 	0.98854029 	0.98533558 	0.99733466 	0.23521382 	0.31238421 	0.99697993 	0.91058091 	0.99747392 	0.99986332 	0.99720537 	0.86011442 	0.99357416 	0.99893908 	0.40909582 	0.99981325 	0.94771677 	0.89132629 	0.94612797 	0.99845850 	0.99897642 	
         337 	0.99809119 	0.11736239 	0.89642383 	0.52236049 	0.99022718 	0.99668788 	0.99954353 	0.24024159 	0.31690465 	0.99628750 	0.89040881 	0.99861363 	0.99977892 	0.99846754 	0.88602193 	0.99399319 	0.99823468 	0.41298047 	0.99987553 	0.94032055 	0.88377700 	0.94648213 	0.98909232 	0.99879586 	
         338 	0.99788365 	0.14804120 	0.91684012 	0.54639106 	0.99157235 	0.99684549 	0.99987707 	0.23547484 	0.31261889 	0.99394571 	0.90354896 	0.99926169 	0.99977531 	0.99883894 	0.86167071 	0.99169445 	0.99738453 	0.44307800 	0.99995385 	0.93401222 	0.93877262 	0.91194213 	0.99208236 	0.99577601 	
         339 	0.99877518 	0.11545005 	0.91191047 	0.52903854 	0.99224963 	0.99663182 	0.99968294 	0.26773855 	0.28632355 	0.99330236 	0.88825708 	0.99947679 	0.99997326 	0.99968158 	0.85637901 	0.97297981 	0.99680191 	0.42177330 	0.99998123 	0.96049606 	0.88994849 	0.94468049 	0.99700657 	0.99945732 	
         340 	0.99753432 	0.13813918 	0.94010366 	0.53004102 	0.98206648 	0.98826105 	0.99992452 	0.27643168 	0.29479605 	0.99102307 	0.91577641 	0.99979404 	0.99981757 	0.99971768 	0.83206359 	0.99290183 	0.99358777 	0.40528831 	0.99999215 	0.93037977 	0.88629221 	0.96851958 	0.99873511 	0.98888650 	
         341 	0.99871942 	0.15405016 	0.89213802 	0.53871703 	0.98257341 	0.99660290 	0.99990542 	0.23488579 	0.30781496 	0.98955561 	0.89052332 	0.99992863 	0.99954661 	0.99990526 	0.86074743 	0.98756979 	0.99697759 	0.39328506 	0.99996748 	0.95144471 	0.92488174 	0.95960597 	0.99861918 	0.99615206 	
         342 	0.99905187 	0.16449538 	0.95566819 	0.52137504 	0.98758023 	0.99724574 	0.99981012 	0.24433290 	0.31636159 	0.99625284 	0.84753683 	0.99992369 	0.99910082 	0.99992174 	0.85221558 	0.98428323 	0.99771583 	0.40077637 	0.99998286 	0.94556015 	0.93807615 	0.92493517 	0.99645786 	0.99886906 	
         343 	0.99950310 	0.16439737 	0.89979063 	0.52131890 	0.98529626 	0.99850168 	0.99919586 	0.24424426 	0.32990496 	0.99519034 	0.88776949 	0.99989958 	0.99851272 	0.99964730 	0.84771867 	0.97243951 	0.99899879 	0.40070608 	0.99999640 	0.93927183 	0.89047650 	0.93103862 	0.99383101 	0.99759560 	
         344 	0.99897341 	0.14347526 	0.91507451 	0.50933351 	0.98645687 	0.99903491 	0.99779650 	0.24784598 	0.26339734 	0.99706654 	0.87068374 	0.99973135 	0.99654903 	0.99971983 	0.84390580 	0.98004066 	0.99964726 	0.43655140 	0.99999537 	0.93775130 	0.91628574 	0.95747918 	0.99901761 	0.99584173 	
         345 	0.99877780 	0.14712739 	0.90533639 	0.51313024 	0.98949533 	0.99706204 	0.99679991 	0.25366607 	0.27706073 	0.99364927 	0.90490202 	0.99981115 	0.98913979 	0.99972976 	0.83498023 	0.98014819 	0.99958940 	0.44091131 	0.99997665 	0.94102349 	0.90207218 	0.95733959 	0.99672273 	0.99561757 	
         346 	0.99860075 	0.14672076 	0.92228831 	0.52898039 	0.99665627 	0.99665199 	0.99700757 	0.21506152 	0.33354195 	0.99481630 	0.87824805 	0.99984735 	0.99239360 	0.99923563 	0.88775045 	0.98432972 	0.99972481 	0.40699526 	0.99994791 	0.93577745 	0.89673830 	0.94076670 	0.99549198 	0.99827461 	
         347 	0.99502781 	0.14106342 	0.93386204 	0.50325868 	0.97829151 	0.99120174 	0.99650422 	0.24839742 	0.32912325 	0.98424025 	0.90234302 	0.99967795 	0.98989466 	0.99932688 	0.85257677 	0.98439984 	0.99943543 	0.41761181 	0.99951508 	0.95202211 	0.89276095 	0.94103510 	0.99468482 	0.99901310 	
         348 	0.99649545 	0.15260444 	0.90621184 	0.56507756 	0.99073912 	0.99276025 	0.99949780 	0.25849626 	0.33813743 	0.99358827 	0.89399476 	0.99996212 	0.99336960 	0.99964529 	0.86291102 	0.98968459 	0.99875702 	0.44762691 	0.99962531 	0.94694246 	0.91520219 	0.95384672 	0.99891963 	0.99908372 	
         349 	0.99768016 	0.11965646 	0.91872080 	0.54467938 	0.98848784 	0.99673837 	0.99586486 	0.24595720 	0.30709559 	0.99877298 	0.89600146 	0.99987433 	0.98866149 	0.99963042 	0.88001789 	0.98293030 	0.99622502 	0.42172021 	0.99842996 	0.92789775 	0.91827078 	0.94267301 	0.99708691 	0.99663140 	
         350 	0.99760922 	0.13557091 	0.92663288 	0.53687939 	0.99191228 	0.99668249 	0.99458353 	0.27477989 	0.29522560 	0.99629520 	0.88477887 	0.99977486 	0.98924858 	0.99965374 	0.87373462 	0.99056017 	0.99778762 	0.37812928 	0.99885916 	0.92707086 	0.92704735 	0.96909968 	0.99320709 	0.99794829 	
         351 	0.99040512 	0.12035897 	0.88916451 	0.56201889 	0.99438567 	0.99788405 	0.99775354 	0.26201770 	0.34118302 	0.99844427 	0.86950517 	0.99862073 	0.99030259 	0.99963685 	0.83127255 	0.99415405 	0.99942566 	0.38581959 	0.99900407 	0.92694033 	0.90392749 	0.95469896 	0.99018674 	0.99821076 	
         352 	0.98598859 	0.12936859 	0.93315862 	0.53910311 	0.98589081 	0.99778281 	0.99657898 	0.23391221 	0.34444316 	0.99871861 	0.90582819 	0.99949130 	0.99226360 	0.99588188 	0.87182324 	0.98866921 	0.99896148 	0.39211027 	0.99904900 	0.94103732 	0.87637793 	0.94505302 	0.99544519 	0.99945063 	
         353 	0.98407942 	0.12355733 	0.92712309 	0.53602673 	0.99289553 	0.99405636 	0.99360395 	0.25076725 	0.34006747 	0.99810219 	0.88914931 	0.99959929 	0.99416890 	0.99919612 	0.87609759 	0.98774994 	0.99666887 	0.38903612 	0.99898064 	0.94409723 	0.88533391 	0.94553664 	0.98986271 	0.99882593 	
         354 	0.99392887 	0.12840582 	0.93629019 	0.46873545 	0.97962454 	0.99489796 	0.99897178 	0.25491202 	0.34371823 	0.99749379 	0.90172089 	0.99854283 	0.98501995 	0.99872909 	0.86860351 	0.98788801 	0.99181290 	0.39241598 	0.99954567 	0.94656490 	0.91101634 	0.95087720 	0.99265569 	0.99808793 	
         355 	0.99773731 	0.12712094 	0.91998700 	0.52368525 	0.97765486 	0.99791534 	0.99560989 	0.25381363 	0.32057115 	0.99411027 	0.88678009 	0.99772198 	0.99894592 	0.99899984 	0.88460628 	0.98471156 	0.99439169 	0.39072697 	0.99864806 	0.95693624 	0.91536205 	0.94178865 	0.99190952 	0.99759213 	
         356 	0.99566837 	0.10810189 	0.91119948 	0.55115898 	0.99200410 	0.99944395 	0.99517707 	0.23337119 	0.35962789 	0.99653262 	0.83975351 	0.98642405 	0.99510745 	0.99946671 	0.88942790 	0.98851515 	0.99890563 	0.41546370 	0.99667802 	0.93998569 	0.91838296 	0.95881572 	0.99783459 	0.99761888 	
         357 	0.99310271 	0.13030397 	0.88942626 	0.56233201 	0.96730839 	0.99940890 	0.99855659 	0.22968865 	0.26405405 	0.99698104 	0.89580076 	0.99657984 	0.99595200 	0.99352328 	0.89484125 	0.98603825 	0.99948262 	0.43001460 	0.99858378 	0.95887192 	0.87647483 	0.96096382 	0.99832732 	0.99676175 	
         358 	0.99236868 	0.15425885 	0.92974429 	0.56183409 	0.98330698 	0.99887158 	0.99724199 	0.25090609 	0.31037067 	0.99470643 	0.88453301 	0.99579314 	0.99774847 	0.98945308 	0.86466518 	0.98155253 	0.99965964 	0.35799278 	0.99231585 	0.94981466 	0.91086116 	0.95050256 	0.99866895 	0.99353338 	
         359 	0.99884099 	0.17823362 	0.91250521 	0.56100110 	0.98441337 	0.99901506 	0.99730264 	0.24182744 	0.28527885 	0.99376387 	0.87145583 	0.99771049 	0.99881405 	0.99728456 	0.87253147 	0.98778468 	0.99902959 	0.37619218 	0.99488536 	0.95142864 	0.91585293 	0.95285097 	0.99968230 	0.99702573 	
         360 	0.99878180 	0.08997890 	0.91935976 	0.50307834 	0.99392614 	0.99792052 	0.99716274 	0.22133206 	0.28588699 	0.98194552 	0.91413253 	0.99538735 	0.99928067 	0.99432321 	0.86137909 	0.97637973 	0.99875990 	0.40066599 	0.99267041 	0.93898521 	0.91601990 	0.93543463 	0.99982854 	0.99658566 	
         361 	0.99962641 	0.13431482 	0.92080052 	0.58782464 	0.99059483 	0.99932859 	0.99607266 	0.25926851 	0.32466012 	0.99539902 	0.87230524 	0.99826025 	0.99935599 	0.99344130 	0.87031311 	0.98709647 	0.99985618 	0.42986534 	0.99572608 	0.93586440 	0.88933898 	0.94941020 	0.99996389 	0.99842541 	
         362 	0.99934891 	0.14494334 	0.90445494 	0.46491937 	0.98467324 	0.99967088 	0.99399305 	0.24177155 	0.29777167 	0.99630946 	0.88296687 	0.99926389 	0.99852393 	0.99356946 	0.86066827 	0.98860120 	0.99997638 	0.43064192 	0.99852950 	0.94026792 	0.91825531 	0.95140616 	0.99979185 	0.99871605 	
         363 	0.99922445 	0.09649042 	0.93055014 	0.54291439 	0.99065567 	0.99947562 	0.99807901 	0.27535258 	0.33366588 	0.99626472 	0.90616028 	0.99908717 	0.99758838 	0.99901560 	0.86464238 	0.97364623 	0.99999644 	0.37934378 	0.99612840 	0.95132811 	0.91144947 	0.94982372 	0.99994188 	0.99854690 	
         364 	0.99966162 	0.12253602 	0.89287136 	0.51197872 	0.99161934 	0.99978750 	0.99619574 	0.25345992 	0.28666020 	0.99672464 	0.88002608 	0.99972823 	0.99796196 	0.99965597 	0.88867626 	0.98734157 	0.99999543 	0.34664494 	0.99484480 	0.93934148 	0.90740158 	0.95892725 	0.99998850 	0.99791281 	
         365 	0.99959192 	0.13108010 	0.90378914 	0.49022524 	0.99240028 	0.99955230 	0.99537625 	0.26072917 	0.29360616 	0.99772538 	0.88920441 	0.99987181 	0.99708436 	0.99811667 	0.87117482 	0.99526305 	0.99998579 	0.46483772 	0.99786496 	0.95411208 	0.90923501 	0.95739054 	0.99952801 	0.99780656 	
         366 	0.99923050 	0.12307236 	0.89908908 	0.51304320 	0.99200627 	0.99950708 	0.99290372 	0.23941449 	0.29357208 	0.99407555 	0.88337052 	0.99948434 	0.99169892 	0.99800050 	0.85744590 	0.99244182 	0.99999042 	0.40357303 	0.99588337 	0.94704579 	0.90698270 	0.95166582 	0.99768175 	0.99918378 	
         367 	0.99778689 	0.12846436 	0.92138056 	0.53220402 	0.99332330 	0.99827282 	0.99891102 	0.26934207 	0.29459298 	0.99958273 	0.88786810 	0.99923889 	0.99561651 	0.99784442 	0.85522715 	0.98299079 	0.99999865 	0.42704129 	0.99661366 	0.95797686 	0.88443864 	0.96157916 	0.99817421 	0.99862935 	
         368 	0.99675359 	0.12835975 	0.90841920 	0.53214787 	0.98077391 	0.99571323 	0.99941839 	0.26925437 	0.30994710 	0.99953265 	0.88372630 	0.99579528 	0.99690591 	0.99928751 	0.84558547 	0.98234274 	0.99999916 	0.42697252 	0.99722970 	0.93768813 	0.93193650 	0.95593877 	0.99847296 	0.99759875 	
         369 	0.99754488 	0.11831164 	0.92691883 	0.56046819 	0.97933810 	0.99846494 	0.99929913 	0.26140046 	0.34302161 	0.99697383 	0.89856822 	0.99355211 	0.99915550 	0.99940137 	0.88793354 	0.97834845 	0.99999524 	0.42081373 	0.99166472 	0.95578625 	0.88600116 	0.95683269 	0.99499451 	0.99812821 	
         370 	0.99778943 	0.10373446 	0.92231130 	0.53872671 	0.98087973 	0.99610629 	0.99988141 	0.24918901 	0.33215961 	0.99265273 	0.86176138 	0.98954525 	0.99952379 	0.99829422 	0.82869380 	0.99223545 	0.99999423 	0.41191563 	0.99204487 	0.94314070 	0.90935117 	0.96727346 	0.99850503 	0.98680872 	
         371 	0.99950840 	0.11321257 	0.91024287 	0.50691766 	0.98762708 	0.99053895 	0.99990207 	0.20821740 	0.29571570 	0.99847994 	0.89978625 	0.99467828 	0.99971635 	0.99788367 	0.84033074 	0.99322500 	0.99999085 	0.37982399 	0.98408332 	0.95368362 	0.88474881 	0.97311398 	0.99486093 	0.98812615 	
         372 	0.99975842 	0.12327945 	0.91126180 	0.55815080 	0.98271054 	0.99546563 	0.99999278 	0.27876135 	0.30371079 	0.99969423 	0.86740057 	0.99563440 	0.99976261 	0.99624036 	0.84205551 	0.98979780 	0.99999407 	0.41410269 	0.97846513 	0.94488949 	0.88605716 	0.96385243 	0.99813618 	0.99423119 	
         373 	0.99965202 	0.07807915 	0.90931367 	0.56544135 	0.98752518 	0.99802925 	0.99994701 	0.27956013 	0.27088132 	0.99898850 	0.86694595 	0.99710814 	0.99996263 	0.99091065 	0.88509081 	0.99681177 	0.99998745 	0.43198251 	0.99149529 	0.92297902 	0.91663264 	0.92628667 	0.99862708 	0.99495574 	
