#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         815 	0.30719907 	0.29979537 	0.57417526 	0.70689295 	0.72861223 	0.45331985 	0.15452676 	0.59582989 	0.95092749 	0.42776041 	0.21112228 	0.09430639 	0.38901073 	0.26036175 	0.97923416 	0.08037558 	0.66132638 	0.87980048 	0.52100362 	0.39283771 	0.22455114 	0.21535845 	0.52178397 	0.37634783 	
         816 	0.11250078 	0.07390523 	0.03252721 	0.43902849 	0.58309647 	0.50421332 	0.06658118 	0.00480833 	0.92229421 	0.44675308 	0.22640188 	0.52345103 	0.35786582 	0.10482998 	0.96299260 	0.00205379 	0.12865782 	0.45100085 	0.39648188 	0.77164271 	0.31276299 	0.26765686 	0.09950102 	0.71924583 	
         817 	0.28117358 	0.25204296 	0.48849359 	0.89385296 	0.63114769 	0.14684952 	0.47273443 	0.33061147 	0.84800180 	0.71563237 	0.53314191 	0.87395311 	0.17822633 	0.17752647 	0.98028704 	0.52258725 	0.44113917 	0.38085142 	0.82739540 	0.90180040 	0.38433212 	0.44197289 	0.69325766 	0.89799074 	
         818 	0.13557617 	0.53886101 	0.61273699 	0.19961958 	0.12243979 	0.84604755 	0.35316221 	0.37415025 	0.46950691 	0.36901299 	0.24131673 	0.86626136 	0.27245596 	0.41519266 	0.99469510 	0.05967731 	0.65043368 	0.05798385 	0.83046430 	0.86592593 	0.59182902 	0.01197836 	0.11438469 	0.75154785 	
         819 	0.11561195 	0.52830099 	0.78883620 	0.43915568 	0.83585489 	0.90940587 	0.17938816 	0.29775726 	0.02657071 	0.21308256 	0.25286489 	0.44893050 	0.20818848 	0.16148232 	0.87090415 	0.80442295 	0.66582439 	0.90936845 	0.02848076 	0.65733094 	0.34499187 	0.45586109 	0.44926452 	0.91497771 	
         820 	0.59985253 	0.73216603 	0.56118373 	0.76253383 	0.95553268 	0.07768882 	0.07354965 	0.75338833 	0.50926264 	0.60331300 	0.30581116 	0.58386681 	0.03284532 	0.36753111 	0.46987415 	0.89152066 	0.43388755 	0.16091311 	0.11133995 	0.25679822 	0.80720982 	0.77442113 	0.70396779 	0.86935199 	
         821 	0.73862508 	0.79488053 	0.09471496 	0.27842312 	0.98156092 	0.16543033 	0.61789251 	0.70721610 	0.04642378 	0.85843160 	0.19714352 	0.58666533 	0.56212437 	0.15582228 	0.39448687 	0.15282950 	0.35059278 	0.91936383 	0.39486735 	0.40148351 	0.84840373 	0.34870689 	0.46195767 	0.98549312 	
         822 	0.61926660 	0.83317056 	0.36393692 	0.09875895 	0.78324770 	0.81255331 	0.42365131 	0.09361658 	0.31866692 	0.94234531 	0.35918740 	0.86465219 	0.20323745 	0.65704090 	0.05711269 	0.14894515 	0.41742951 	0.88951158 	0.22019037 	0.86909936 	0.93220278 	0.83228594 	0.80775290 	0.97661232 	
         823 	0.31535263 	0.01707723 	0.70390663 	0.35746327 	0.92054196 	0.59471370 	0.82248428 	0.83235210 	0.41476851 	0.34180310 	0.89895736 	0.92775027 	0.27496997 	0.75513354 	0.22991629 	0.35434485 	0.76517472 	0.43583096 	0.55121790 	0.86334062 	0.96827037 	0.71728323 	0.14198080 	0.97441284 	
         824 	0.20891156 	0.16127457 	0.09015075 	0.23113491 	0.92337774 	0.66027561 	0.63891165 	0.37590427 	0.60367618 	0.01331003 	0.88300548 	0.75167473 	0.22511349 	0.87892055 	0.41371078 	0.05631015 	0.83062513 	0.49936856 	0.07823725 	0.55968682 	0.89611005 	0.45234312 	0.56361283 	0.97843965 	
         825 	0.64213701 	0.15621163 	0.33549918 	0.11404405 	0.59270163 	0.24557753 	0.25073834 	0.15807946 	0.72348021 	0.34651053 	0.68535405 	0.35014535 	0.33248043 	0.52584196 	0.84441133 	0.29860668 	0.79817172 	0.57313604 	0.60717839 	0.74941643 	0.91243317 	0.70670752 	0.23249799 	0.83296066 	
         826 	0.66507514 	0.45867608 	0.01367016 	0.25476794 	0.21279025 	0.11917585 	0.67814076 	0.55041320 	0.25241100 	0.24075813 	0.81683881 	0.39963798 	0.76280534 	0.68292673 	0.89995102 	0.25162673 	0.56731189 	0.37514480 	0.18236238 	0.26239979 	0.78577689 	0.79139106 	0.19120566 	0.97423399 	
         827 	0.00334042 	0.33847471 	0.40232381 	0.75816944 	0.24411527 	0.05920416 	0.59640702 	0.37428117 	0.16640612 	0.21899723 	0.64425859 	0.08606558 	0.42892309 	0.13922291 	0.73909248 	0.68181103 	0.01924723 	0.25758309 	0.20782266 	0.09658198 	0.69381414 	0.83475009 	0.06665520 	0.99097339 	
         828 	0.40514518 	0.82738784 	0.02397608 	0.71625419 	0.34957814 	0.71562803 	0.91960502 	0.25080667 	0.56683235 	0.29427676 	0.89164639 	0.33273833 	0.76988878 	0.62291459 	0.52476194 	0.19653202 	0.10262984 	0.32738715 	0.69512660 	0.04263022 	0.67290391 	0.84955279 	0.07202329 	0.98891208 	
         829 	0.37036014 	0.53457466 	0.89569572 	0.93660069 	0.44879031 	0.73326270 	0.93670947 	0.59343826 	0.23113192 	0.30534040 	0.83159660 	0.10001773 	0.36966147 	0.57059054 	0.49863559 	0.28332416 	0.51874803 	0.63832643 	0.72117977 	0.23439715 	0.63352074 	0.93149715 	0.05973975 	0.97695201 	
         830 	0.44385499 	0.24492248 	0.86437490 	0.85542532 	0.00681058 	0.96682575 	0.64602177 	0.20702824 	0.68413290 	0.46472780 	0.20281460 	0.17334786 	0.24880191 	0.25467466 	0.78429489 	0.33707640 	0.60972521 	0.03440975 	0.60199046 	0.58942338 	0.51974527 	0.90699712 	0.66023214 	0.96181540 	
         831 	0.72456510 	0.91783715 	0.70890941 	0.96423619 	0.17426209 	0.97067987 	0.26166069 	0.41287280 	0.70801564 	0.23246183 	0.51529210 	0.78582690 	0.36520047 	0.26097734 	0.64170278 	0.58831360 	0.26036936 	0.13267876 	0.54559786 	0.21596659 	0.41180373 	0.80203260 	0.97618366 	0.98791243 	
         832 	0.68981503 	0.96566340 	0.72345504 	0.61920950 	0.81696330 	0.93122111 	0.73339020 	0.15810445 	0.63905461 	0.49821641 	0.06127073 	0.14369564 	0.26485166 	0.93471174 	0.53037885 	0.19534160 	0.29216848 	0.84102157 	0.77912264 	0.52153958 	0.56505232 	0.26895110 	0.98053980 	0.97867496 	
         833 	0.83164667 	0.87574940 	0.34965092 	0.90625971 	0.14597650 	0.87333624 	0.51953975 	0.05662352 	0.36599135 	0.42517924 	0.68014393 	0.41616570 	0.68510314 	0.98211501 	0.47792392 	0.32712474 	0.51599951 	0.82206974 	0.62952628 	0.89381790 	0.45946774 	0.01595290 	0.93633618 	0.99027673 	
         834 	0.41242748 	0.82216611 	0.32279056 	0.75777379 	0.41234435 	0.90415132 	0.60094720 	0.20390380 	0.06880254 	0.76574709 	0.37940502 	0.46704366 	0.79979574 	0.95872590 	0.05036271 	0.18073575 	0.37146990 	0.97245751 	0.06187741 	0.81286104 	0.54791515 	0.50808440 	0.95551686 	0.97028996 	
         835 	0.15824998 	0.17693149 	0.34321966 	0.69764557 	0.18322263 	0.13318339 	0.44122388 	0.28887594 	0.77928918 	0.81544478 	0.38630926 	0.91235047 	0.72673092 	0.75922759 	0.75754598 	0.33240610 	0.37167710 	0.97518433 	0.21539566 	0.27471264 	0.73921516 	0.73994875 	0.92490500 	0.94425418 	
         836 	0.53208078 	0.59411162 	0.23362004 	0.31886164 	0.01324145 	0.47641464 	0.48938873 	0.20289964 	0.32682490 	0.33914920 	0.37292090 	0.54762706 	0.44135384 	0.45531101 	0.09168413 	0.30437304 	0.39479290 	0.96313888 	0.75656785 	0.15338249 	0.18054335 	0.84322393 	0.79022857 	0.89945895 	
         837 	0.44090577 	0.80125653 	0.51621332 	0.38985944 	0.21193921 	0.61281381 	0.61235136 	0.17026573 	0.03979609 	0.00814484 	0.46908211 	0.33502238 	0.04907179 	0.62200094 	0.31845201 	0.43600791 	0.45695044 	0.94761091 	0.76330517 	0.66647707 	0.24298897 	0.97209775 	0.39322491 	0.59330674 	
         838 	0.23669160 	0.39958357 	0.02000162 	0.22323947 	0.47032193 	0.80090988 	0.35930151 	0.02790388 	0.28939462 	0.63831397 	0.24227639 	0.09789199 	0.41067402 	0.30114812 	0.05193706 	0.53626339 	0.46739943 	0.75894546 	0.15124100 	0.52982299 	0.87389703 	0.97739707 	0.76443302 	0.34194060 	
         839 	0.22576578 	0.65687025 	0.08231933 	0.16458332 	0.48466071 	0.88184096 	0.15331572 	0.00377201 	0.00219424 	0.41858435 	0.33186617 	0.61856343 	0.04075313 	0.33898432 	0.55033642 	0.88339625 	0.08791451 	0.92982443 	0.12019386 	0.80959430 	0.16688497 	0.97983642 	0.86945765 	0.07287981 	
         840 	0.41652951 	0.08409418 	0.38708390 	0.44708911 	0.72010500 	0.75802648 	0.36801536 	0.75116090 	0.34411488 	0.13965801 	0.19188839 	0.49796399 	0.22191148 	0.43420209 	0.73230298 	0.93296737 	0.06890073 	0.88650045 	0.07156816 	0.08437640 	0.51994680 	0.93598526 	0.87111321 	0.10702091 	
         841 	0.51312815 	0.22791590 	0.23734268 	0.34085761 	0.19570318 	0.86810077 	0.70221226 	0.91930669 	0.15190690 	0.13954800 	0.70152852 	0.23811983 	0.50482905 	0.52348696 	0.84740118 	0.96876359 	0.02085895 	0.46301437 	0.76180145 	0.12598836 	0.81724251 	0.89540522 	0.82350882 	0.24553467 	
         842 	0.44326534 	0.63090140 	0.56235861 	0.40822174 	0.28578238 	0.87691288 	0.43553098 	0.76141957 	0.08112072 	0.02531837 	0.24156821 	0.06044449 	0.08652894 	0.27620253 	0.29822654 	0.96949532 	0.05223674 	0.52067968 	0.14698575 	0.03259202 	0.69654922 	0.88711147 	0.42196301 	0.35825819 	
         843 	0.49113575 	0.42648445 	0.37903978 	0.48864557 	0.93653143 	0.87372429 	0.92768682 	0.91269238 	0.56535576 	0.07535670 	0.39447421 	0.71108251 	0.66957635 	0.03680048 	0.58496001 	0.79412823 	0.15627128 	0.73881474 	0.09170068 	0.14029371 	0.73050935 	0.92046396 	0.85290578 	0.11413280 	
         844 	0.05698042 	0.19406560 	0.01231320 	0.66494830 	0.87970710 	0.92006938 	0.94059667 	0.88154886 	0.78123445 	0.30197947 	0.93984695 	0.82557951 	0.15408810 	0.81621103 	0.37018533 	0.44840374 	0.28046630 	0.73445041 	0.85992124 	0.37156922 	0.05831341 	0.39892042 	0.71003882 	0.50496713 	
         845 	0.17898606 	0.18927325 	0.45228524 	0.21944553 	0.82956211 	0.78039175 	0.78268947 	0.80626051 	0.89402334 	0.40998061 	0.96688970 	0.92012917 	0.00417166 	0.35674038 	0.51033202 	0.19147150 	0.24791443 	0.63918883 	0.98005723 	0.77164660 	0.17214642 	0.09900586 	0.49460311 	0.21084233 	
         846 	0.53667458 	0.07033562 	0.67351533 	0.33795337 	0.35483665 	0.71123489 	0.85642808 	0.11300699 	0.19803922 	0.73090218 	0.90238450 	0.98301525 	0.42239478 	0.53538204 	0.18039283 	0.30522510 	0.68461923 	0.92153390 	0.96735917 	0.74138549 	0.05604570 	0.53606997 	0.02474235 	0.19125681 	
         847 	0.27988750 	0.10147516 	0.51940573 	0.03242795 	0.67693201 	0.06617470 	0.78204958 	0.22008066 	0.04821378 	0.02700964 	0.55208328 	0.64707341 	0.76169583 	0.76789625 	0.44757231 	0.50957126 	0.27451860 	0.68287308 	0.94210528 	0.71539847 	0.54560286 	0.18875661 	0.03226498 	0.38340918 	
         848 	0.03550250 	0.03631151 	0.20954023 	0.79978155 	0.53622949 	0.81711388 	0.89153063 	0.03614625 	0.21701253 	0.46933188 	0.80625159 	0.60598262 	0.68868714 	0.57380041 	0.40581395 	0.29825692 	0.18099319 	0.74954911 	0.80276630 	0.70841868 	0.08719571 	0.46991297 	0.60172604 	0.33467223 	
         849 	0.49786834 	0.16075186 	0.69254622 	0.53994635 	0.34944291 	0.79142039 	0.79005943 	0.24554051 	0.33909251 	0.70738996 	0.82276613 	0.61443055 	0.91132168 	0.72283859 	0.18124419 	0.34429674 	0.29382016 	0.90743885 	0.62464471 	0.18117655 	0.64484238 	0.72983168 	0.43968670 	0.14617642 	
         850 	0.51795461 	0.08521811 	0.08288118 	0.60127152 	0.73304683 	0.85412085 	0.58216867 	0.53954926 	0.22196047 	0.70399137 	0.55704033 	0.76602330 	0.08814450 	0.30107491 	0.13087263 	0.23488741 	0.60902951 	0.86328097 	0.06372055 	0.53657751 	0.21931586 	0.35312986 	0.59735377 	0.22503214 	
         851 	0.25144815 	0.12526943 	0.17015139 	0.35303914 	0.19356352 	0.25901027 	0.64428405 	0.57385503 	0.50224325 	0.19542159 	0.63516337 	0.86862584 	0.12231609 	0.66355606 	0.08213934 	0.29401462 	0.34520926 	0.87332975 	0.46869537 	0.51114601 	0.19323485 	0.13053132 	0.69989560 	0.66848452 	
         852 	0.10326678 	0.58668174 	0.66276974 	0.10915704 	0.13553643 	0.00117226 	0.56196578 	0.15571006 	0.15990283 	0.83475259 	0.60916707 	0.89834959 	0.62802947 	0.65436476 	0.68098766 	0.70153080 	0.49608788 	0.78848397 	0.83252713 	0.20166900 	0.85431566 	0.33989547 	0.87617824 	0.95723770 	
         853 	0.13046413 	0.36267217 	0.78014184 	0.07152776 	0.28596788 	0.45520063 	0.36153473 	0.19238179 	0.32905944 	0.75491765 	0.30898922 	0.85814755 	0.56183018 	0.46942879 	0.81263065 	0.52547153 	0.49149171 	0.48083605 	0.94998996 	0.04825611 	0.66833883 	0.47540014 	0.00002663 	0.94446049 	
         854 	0.54907106 	0.74480369 	0.79080402 	0.77768576 	0.20243220 	0.21134459 	0.68272020 	0.37872713 	0.45479783 	0.56349808 	0.53258002 	0.97061961 	0.91172460 	0.71995161 	0.31709566 	0.88198006 	0.52814543 	0.39689157 	0.99510294 	0.07204702 	0.43312957 	0.49289884 	0.30776808 	0.94696632 	
         855 	0.29727330 	0.49469982 	0.59260286 	0.34739877 	0.61158629 	0.09452379 	0.85991445 	0.62960283 	0.09636947 	0.18662561 	0.53365458 	0.85981568 	0.86209309 	0.74119901 	0.15253583 	0.89676828 	0.49274557 	0.21602628 	0.99660824 	0.19712494 	0.24473303 	0.49097640 	0.02514738 	0.94732060 	
         856 	0.21119344 	0.22029375 	0.47696368 	0.63378726 	0.79998408 	0.55801101 	0.12065500 	0.68330959 	0.13464244 	0.30790179 	0.53594288 	0.37704840 	0.28829950 	0.85728739 	0.05612677 	0.56429713 	0.30196898 	0.47712814 	0.98882711 	0.47799484 	0.13163030 	0.60965369 	0.53340817 	0.90032169 	
         857 	0.12190405 	0.15880519 	0.12812583 	0.97187977 	0.88861689 	0.80769729 	0.25013166 	0.12107785 	0.01552050 	0.19162502 	0.04796482 	0.25265729 	0.01522175 	0.90365065 	0.09486567 	0.52429695 	0.44567403 	0.33237535 	0.97340961 	0.17282918 	0.68350865 	0.64259895 	0.22645386 	0.23447009 	
         858 	0.39619941 	0.72537571 	0.85498594 	0.92801458 	0.86860122 	0.75579597 	0.34998220 	0.25256287 	0.46103158 	0.74940549 	0.18092763 	0.22898139 	0.63796252 	0.90696964 	0.50448605 	0.57078319 	0.45527015 	0.28845363 	0.94969528 	0.60793387 	0.45115836 	0.83163021 	0.48962868 	0.34170896 	
         859 	0.02067919 	0.72321277 	0.90135908 	0.83152440 	0.97636541 	0.00076113 	0.33280890 	0.86696414 	0.88346773 	0.25449589 	0.72439329 	0.32447345 	0.03637847 	0.96544858 	0.65151762 	0.74288853 	0.17480177 	0.54265987 	0.97803858 	0.46046449 	0.72481554 	0.91388240 	0.45408375 	0.41791995 	
         860 	0.07743498 	0.26488166 	0.75218634 	0.91977936 	0.96321081 	0.66315570 	0.02905583 	0.09800716 	0.85396698 	0.18181111 	0.84806424 	0.29836575 	0.27664128 	0.97710041 	0.75131568 	0.05531685 	0.18073796 	0.27615260 	0.93425718 	0.54301139 	0.76318531 	0.54890926 	0.85931265 	0.27237504 	
         861 	0.46378431 	0.72249403 	0.72568076 	0.87550947 	0.42455848 	0.94593736 	0.23201649 	0.01180022 	0.38942653 	0.80497494 	0.18257394 	0.42910753 	0.49929529 	0.90613305 	0.68797551 	0.83483704 	0.30023478 	0.54177958 	0.94202487 	0.24229034 	0.84740937 	0.35254390 	0.72830360 	0.72623014 	
         862 	0.53510668 	0.83694519 	0.59183220 	0.76105823 	0.14086559 	0.91725717 	0.42852576 	0.36787596 	0.82369855 	0.25945808 	0.55009190 	0.30245968 	0.87625203 	0.76033418 	0.25728342 	0.75415091 	0.09374172 	0.11848527 	0.95088110 	0.62634368 	0.88816675 	0.55182925 	0.82367828 	0.91214304 	
         863 	0.29121520 	0.01286936 	0.79410276 	0.12219719 	0.68777096 	0.36874039 	0.78397979 	0.13553449 	0.70683325 	0.07721662 	0.37229151 	0.24755368 	0.94639656 	0.79570450 	0.60954328 	0.56917657 	0.07667201 	0.81335490 	0.98616135 	0.59779669 	0.93367333 	0.49746004 	0.80519617 	0.78450068 	
         864 	0.52900926 	0.61405786 	0.79448010 	0.04552763 	0.71629034 	0.44577226 	0.75100055 	0.08775142 	0.86141321 	0.37053089 	0.30841056 	0.55819813 	0.92615176 	0.69735855 	0.25162396 	0.82486315 	0.02729089 	0.66240527 	0.97430628 	0.27375819 	0.88357195 	0.16081367 	0.74061566 	0.46740834 	
         865 	0.07329509 	0.80307963 	0.88503230 	0.27525270 	0.92976884 	0.17099276 	0.85839433 	0.62242807 	0.66430703 	0.27071779 	0.38047238 	0.89568228 	0.85327611 	0.62930811 	0.55178828 	0.75366303 	0.16796991 	0.42202026 	0.92745771 	0.34102938 	0.98116845 	0.09643483 	0.18696080 	0.40737820 	
         866 	0.18833954 	0.80618848 	0.84990344 	0.21239224 	0.96676007 	0.43422413 	0.94915763 	0.78657057 	0.41764652 	0.32770620 	0.08245793 	0.82082279 	0.84623878 	0.80491447 	0.45797821 	0.64005400 	0.12024729 	0.81074356 	0.63718595 	0.64057179 	0.95801898 	0.11658762 	0.41583699 	0.35454845 	
         867 	0.46295795 	0.53749923 	0.59919053 	0.55067889 	0.96179001 	0.29671498 	0.95130352 	0.94886073 	0.80941656 	0.49020768 	0.03785745 	0.64513066 	0.64176533 	0.80407502 	0.50085937 	0.88945887 	0.14917342 	0.83928893 	0.34673475 	0.30664562 	0.97296322 	0.67083445 	0.84847993 	0.37104325 	
         868 	0.71870814 	0.46972303 	0.30555135 	0.15409136 	0.85709092 	0.40176942 	0.65964724 	0.98489024 	0.28876040 	0.00561196 	0.27998697 	0.23113006 	0.05775340 	0.79710507 	0.20175669 	0.83085159 	0.08829184 	0.78699875 	0.56593306 	0.31988621 	0.55677742 	0.82658310 	0.64066225 	0.85477498 	
         869 	0.91929760 	0.26636022 	0.04926963 	0.76910860 	0.65746823 	0.33654917 	0.18183965 	0.96537351 	0.06981675 	0.00884117 	0.27527096 	0.72946468 	0.39046749 	0.08936416 	0.16583886 	0.63139861 	0.47281654 	0.95534412 	0.55703703 	0.05313246 	0.04859664 	0.90896090 	0.44536453 	0.76381100 	
         870 	0.84952425 	0.27996754 	0.23228781 	0.38577642 	0.48069236 	0.20734534 	0.49133228 	0.70333696 	0.09691834 	0.22888768 	0.01023555 	0.23704644 	0.10184183 	0.19063929 	0.11875503 	0.14141436 	0.75655872 	0.86109664 	0.22530571 	0.13605744 	0.08201407 	0.65872318 	0.22114774 	0.26332879 	
         871 	0.95108815 	0.32428782 	0.29865299 	0.53466301 	0.36850600 	0.42427659 	0.73505959 	0.20801124 	0.50366005 	0.33007928 	0.47175469 	0.34063366 	0.72633761 	0.09751959 	0.38898510 	0.76598156 	0.69040200 	0.16639395 	0.01879377 	0.34061264 	0.35535952 	0.62785536 	0.59595382 	0.19724546 	
         872 	0.79660747 	0.19245304 	0.90693363 	0.78919384 	0.44506109 	0.00193295 	0.81937455 	0.73044896 	0.41956625 	0.53992723 	0.61120740 	0.32477756 	0.82860732 	0.12253008 	0.75868056 	0.78321361 	0.46863079 	0.43307243 	0.33410043 	0.20726333 	0.76803131 	0.49572676 	0.04765604 	0.04911687 	
         873 	0.94391597 	0.67766376 	0.69621966 	0.26993841 	0.21287777 	0.40297620 	0.63882968 	0.79685610 	0.13395181 	0.81613832 	0.02177790 	0.40774287 	0.38328668 	0.35419733 	0.68653580 	0.63334333 	0.77300077 	0.62622357 	0.14249942 	0.30316577 	0.71618287 	0.54436002 	0.27011745 	0.19609484 	
         874 	0.77293735 	0.73612452 	0.96524939 	0.84031068 	0.36379374 	0.03509844 	0.52008194 	0.54604263 	0.33030762 	0.29989744 	0.36803157 	0.32712052 	0.12560153 	0.42350866 	0.20181591 	0.50177578 	0.88370280 	0.08975822 	0.36879133 	0.49547455 	0.22174477 	0.68730519 	0.28286259 	0.73932291 	
         875 	0.42967596 	0.30266593 	0.83739190 	0.83812152 	0.13086213 	0.14611175 	0.15202751 	0.36503974 	0.12669709 	0.42529113 	0.76232967 	0.13432849 	0.09337351 	0.40648763 	0.43634220 	0.71635623 	0.68303020 	0.03653210 	0.03370140 	0.03798666 	0.68990989 	0.27116257 	0.06092073 	0.36720229 	
         876 	0.72676912 	0.39789444 	0.90530973 	0.90161591 	0.10721754 	0.73480609 	0.12137248 	0.49565878 	0.15028696 	0.08926184 	0.72756453 	0.62790342 	0.43176265 	0.86986965 	0.10199338 	0.60048006 	0.84142948 	0.58564386 	0.10363182 	0.05967986 	0.38079227 	0.56632140 	0.11423342 	0.12147112 	
         877 	0.80897998 	0.28424396 	0.96532224 	0.66143882 	0.50447838 	0.17032766 	0.59137616 	0.54746332 	0.31514064 	0.01414211 	0.89062185 	0.75477348 	0.54846527 	0.57020721 	0.21157447 	0.19311456 	0.86669491 	0.11919999 	0.31621706 	0.49330055 	0.58961628 	0.76590788 	0.06360170 	0.74504434 	
         878 	0.31561607 	0.09076503 	0.84007224 	0.86913373 	0.45358587 	0.36922768 	0.20387982 	0.88136984 	0.83167689 	0.29537410 	0.54108628 	0.70937665 	0.28362737 	0.43188580 	0.19231113 	0.67352995 	0.75363772 	0.13396706 	0.16911970 	0.54362789 	0.74195187 	0.35931198 	0.42287966 	0.28535555 	
         879 	0.11185726 	0.60838988 	0.86020414 	0.78935960 	0.06932632 	0.11676149 	0.58758402 	0.90456923 	0.85266695 	0.26903206 	0.91230985 	0.75952510 	0.02443832 	0.68208031 	0.37776611 	0.67351451 	0.81499178 	0.40647064 	0.52608774 	0.54083074 	0.28046393 	0.55535168 	0.23106176 	0.57299953 	
         880 	0.32849815 	0.67711466 	0.83139993 	0.24218256 	0.71483528 	0.42654768 	0.62194784 	0.77986623 	0.68251160 	0.08253510 	0.30886272 	0.58255933 	0.23837060 	0.70265463 	0.20433474 	0.81454608 	0.20950667 	0.53436514 	0.04082351 	0.51791598 	0.80404738 	0.57924597 	0.19946187 	0.88718850 	
         881 	0.34465211 	0.15129660 	0.29687188 	0.16293231 	0.64139987 	0.55663726 	0.43701279 	0.71471076 	0.59690844 	0.70261994 	0.15446200 	0.43414902 	0.25282448 	0.65797692 	0.05025790 	0.61708814 	0.25566102 	0.36776645 	0.32187593 	0.65964884 	0.46089528 	0.24513828 	0.57374670 	0.63120063 	
         882 	0.24414267 	0.20173446 	0.67909258 	0.27650469 	0.85543246 	0.19106759 	0.43867260 	0.95549488 	0.68803817 	0.17559901 	0.74047593 	0.75125837 	0.02316026 	0.95786638 	0.34428775 	0.27530571 	0.38194359 	0.58023632 	0.63245158 	0.48796591 	0.04829758 	0.05596082 	0.75299062 	0.65731599 	
         883 	0.82071090 	0.13184899 	0.34753099 	0.31256377 	0.37874844 	0.13441653 	0.20658317 	0.89249649 	0.78149172 	0.57418232 	0.10100674 	0.01386241 	0.07188246 	0.97853148 	0.74867584 	0.10410511 	0.55234422 	0.72745705 	0.88347913 	0.29379666 	0.07567082 	0.11075735 	0.86296476 	0.77253776 	
         884 	0.78204443 	0.50770835 	0.20297513 	0.80073756 	0.41507810 	0.10764619 	0.89891228 	0.54280939 	0.35651752 	0.40259249 	0.37039314 	0.15563875 	0.49208434 	0.94037084 	0.72521931 	0.17851327 	0.63679901 	0.23692711 	0.00043516 	0.09201521 	0.09880543 	0.38785621 	0.73565435 	0.01364377 	
