#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         494 	0.57599834 	0.24201750 	0.58190581 	0.46368486 	0.89075608 	0.61090990 	0.91924558 	0.48614141 	0.64614988 	0.54536210 	0.09450614 	0.70686177 	0.57563159 	0.93360651 	0.13233547 	0.15770325 	0.19625167 	0.54421596 	0.08576144 	0.13030400 	0.87260949 	0.13955656 	0.09383947 	0.44582738 	
         495 	0.41587126 	0.40893927 	0.29247768 	0.77426987 	0.93814273 	0.68134415 	0.96350905 	0.40925788 	0.20634909 	0.52545668 	0.56381753 	0.15144508 	0.12914302 	0.96582829 	0.62963580 	0.11219171 	0.66497988 	0.56429307 	0.69374790 	0.02630270 	0.92822702 	0.16733291 	0.39288527 	0.53399203 	
         496 	0.37977377 	0.52507065 	0.38266613 	0.90908120 	0.52033368 	0.64573357 	0.95153253 	0.05878803 	0.25121117 	0.84756344 	0.45399231 	0.08429700 	0.25938251 	0.99843335 	0.86429106 	0.46360148 	0.94556672 	0.12423896 	0.04627342 	0.25512870 	0.98330475 	0.01967156 	0.75844001 	0.35552146 	
         497 	0.09198718 	0.10875427 	0.66455678 	0.14837346 	0.12078641 	0.53187808 	0.92792000 	0.10060796 	0.36924375 	0.72111731 	0.22823052 	0.52235086 	0.75219809 	0.98737685 	0.75972473 	0.03293427 	0.85220081 	0.16194782 	0.48795078 	0.45100704 	0.71702759 	0.48250697 	0.72464209 	0.12742297 	
         498 	0.24085582 	0.21989078 	0.20565374 	0.21209557 	0.60997615 	0.31882532 	0.83973599 	0.63901972 	0.25867788 	0.80690571 	0.85244695 	0.84966214 	0.57413760 	0.97591755 	0.48375592 	0.02216531 	0.55127421 	0.28604969 	0.04499491 	0.18549083 	0.60066904 	0.58608958 	0.70161348 	0.91915262 	
         499 	0.43342438 	0.51220122 	0.81381181 	0.25194175 	0.66861104 	0.68336519 	0.91808008 	0.90571963 	0.29066138 	0.79051568 	0.91316042 	0.88608969 	0.07252102 	0.86763054 	0.58298261 	0.62694778 	0.43924795 	0.45097417 	0.18010385 	0.54639782 	0.78712673 	0.06884910 	0.80938313 	0.95429647 	
         500 	0.17658625 	0.11839655 	0.12616095 	0.30764207 	0.60645406 	0.07644964 	0.84510772 	0.90780260 	0.14399812 	0.02051063 	0.82520540 	0.62571180 	0.05294761 	0.64520648 	0.38099791 	0.45349985 	0.55610679 	0.28398361 	0.19464419 	0.06203534 	0.69185673 	0.56550152 	0.56103018 	0.46496616 	
         501 	0.47273590 	0.80465066 	0.05965059 	0.46956730 	0.39244464 	0.83695110 	0.92136991 	0.93935151 	0.79301116 	0.87291968 	0.93232278 	0.12182357 	0.10213701 	0.44314744 	0.10271125 	0.13926058 	0.34869254 	0.00212091 	0.59106087 	0.09148888 	0.89017456 	0.24817177 	0.28897061 	0.79709073 	
         502 	0.73148373 	0.81173814 	0.03345493 	0.71945273 	0.53707051 	0.43345138 	0.86231292 	0.89296743 	0.75574045 	0.93946773 	0.78945140 	0.50300939 	0.19898361 	0.28636427 	0.35980976 	0.24944747 	0.08429951 	0.05602745 	0.31681493 	0.66401066 	0.96081290 	0.81841944 	0.54459186 	0.93349353 	
         503 	0.47403082 	0.06670100 	0.03605919 	0.71850545 	0.14627345 	0.38684620 	0.94962305 	0.00219303 	0.84941204 	0.79822245 	0.32958938 	0.18915911 	0.41133099 	0.76455693 	0.40708693 	0.14258672 	0.45224716 	0.73105752 	0.82465882 	0.39103056 	0.93768662 	0.64558337 	0.49046675 	0.91937625 	
         504 	0.38690709 	0.55063837 	0.10390464 	0.67159315 	0.47408804 	0.18667721 	0.82567357 	0.05940755 	0.83944631 	0.72797342 	0.64018702 	0.47574653 	0.04552152 	0.89616381 	0.01729398 	0.69193324 	0.07284054 	0.68087856 	0.90019730 	0.43043960 	0.85119004 	0.59308943 	0.26580025 	0.75968010 	
         505 	0.48444970 	0.43308137 	0.22069551 	0.59287064 	0.04563295 	0.64927886 	0.74940103 	0.01727117 	0.44928871 	0.72983799 	0.66007412 	0.05376478 	0.81513194 	0.83047571 	0.55211573 	0.52541838 	0.37936070 	0.89380366 	0.82261109 	0.21254941 	0.38554142 	0.03311671 	0.21660497 	0.87627477 	
         506 	0.39140919 	0.40739590 	0.26519777 	0.38042766 	0.19037449 	0.84501922 	0.71607118 	0.63021251 	0.14414040 	0.81812225 	0.20545981 	0.77556298 	0.86559940 	0.21106033 	0.60199467 	0.82045893 	0.64029853 	0.49676490 	0.93592489 	0.31880404 	0.16449317 	0.19519591 	0.20804169 	0.87540770 	
         507 	0.07104491 	0.05971348 	0.43097183 	0.31561417 	0.61713444 	0.66254613 	0.85436199 	0.70233147 	0.10731042 	0.36851522 	0.49821461 	0.65998976 	0.70029421 	0.45208924 	0.80490692 	0.40746559 	0.72758047 	0.43585211 	0.52449624 	0.67139221 	0.03782609 	0.62521399 	0.06234953 	0.56805530 	
         508 	0.17389665 	0.52179204 	0.03622193 	0.88728262 	0.69335507 	0.36826100 	0.68934290 	0.59070332 	0.82320234 	0.33770793 	0.36944756 	0.89834772 	0.78134154 	0.14510141 	0.69331416 	0.38969052 	0.42353803 	0.24216702 	0.74995712 	0.77466328 	0.24352985 	0.76392081 	0.42147241 	0.05780041 	
         509 	0.48776976 	0.36624704 	0.14756873 	0.89284888 	0.70101159 	0.30009859 	0.87311926 	0.81459240 	0.49252079 	0.01368586 	0.06507556 	0.65789182 	0.35699017 	0.25376975 	0.83611768 	0.47008098 	0.03606353 	0.16191788 	0.94677577 	0.49933208 	0.70816847 	0.81906518 	0.21119737 	0.05077946 	
         510 	0.66839755 	0.18652247 	0.34865148 	0.92958295 	0.38798978 	0.87060852 	0.81436962 	0.93521972 	0.15838124 	0.73648075 	0.50290617 	0.24821826 	0.63398859 	0.18855179 	0.76823742 	0.16203934 	0.23436924 	0.67129172 	0.99210876 	0.67569423 	0.18857402 	0.71986625 	0.49799612 	0.52777460 	
         511 	0.54096732 	0.06480558 	0.49529364 	0.44350318 	0.61966107 	0.68957926 	0.47162129 	0.94058389 	0.25029252 	0.18685227 	0.62037380 	0.52216170 	0.41537770 	0.41878723 	0.97311841 	0.01679858 	0.49221328 	0.21291659 	0.99045579 	0.64196441 	0.18086389 	0.28244131 	0.37299751 	0.60184626 	
         512 	0.68895364 	0.34797520 	0.26539969 	0.12590085 	0.07985484 	0.05120804 	0.72930814 	0.94327989 	0.59703494 	0.21912865 	0.37173826 	0.17241642 	0.77073391 	0.44264064 	0.99085152 	0.46779296 	0.19245388 	0.26597962 	0.96065804 	0.43947267 	0.03722530 	0.40600363 	0.39402096 	0.88554000 	
         513 	0.39832878 	0.31665549 	0.17869581 	0.17226546 	0.09369488 	0.48397485 	0.25854441 	0.81590467 	0.72727756 	0.00268962 	0.39705960 	0.19590575 	0.94109673 	0.47012723 	0.99344675 	0.43915113 	0.70748732 	0.43333726 	0.83741715 	0.57577116 	0.73339475 	0.38577204 	0.41120765 	0.65903279 	
         514 	0.22963131 	0.09788179 	0.04157583 	0.02701700 	0.14787751 	0.32313370 	0.38035519 	0.60391835 	0.87525843 	0.66236056 	0.52837383 	0.39984676 	0.95968981 	0.45277236 	0.96715588 	0.39039684 	0.33973563 	0.62696130 	0.86896687 	0.13627299 	0.47888106 	0.59051088 	0.14353836 	0.61959362 	
         515 	0.66582037 	0.66373554 	0.46061191 	0.13484435 	0.61575510 	0.59007943 	0.64508752 	0.54248670 	0.31245209 	0.14563616 	0.03256681 	0.63349823 	0.71876876 	0.06304263 	0.95355536 	0.11822268 	0.47648945 	0.82670356 	0.50828162 	0.46488286 	0.44180466 	0.63548030 	0.45585820 	0.18300973 	
         516 	0.45371764 	0.63177088 	0.08927803 	0.84530083 	0.55481679 	0.74973858 	0.22878892 	0.83121948 	0.62283926 	0.05815695 	0.55213220 	0.30798537 	0.06840328 	0.02569427 	0.70217439 	0.49222871 	0.51793351 	0.80363588 	0.92352874 	0.62873084 	0.37208200 	0.89191963 	0.86977472 	0.09862044 	
         517 	0.70425070 	0.89953293 	0.70064494 	0.27686096 	0.67397371 	0.50118563 	0.59495438 	0.45345750 	0.17684535 	0.15066431 	0.95295535 	0.15315398 	0.07614474 	0.43882136 	0.87899419 	0.28062932 	0.06728505 	0.53108208 	0.96135636 	0.77752977 	0.44645751 	0.93796349 	0.33026717 	0.19180950 	
         518 	0.93764810 	0.62601076 	0.82520131 	0.88068683 	0.59371938 	0.05216397 	0.05138174 	0.40155416 	0.00549214 	0.02868519 	0.88713204 	0.16079137 	0.36028095 	0.26874848 	0.78817617 	0.14777276 	0.65471447 	0.61034438 	0.88897908 	0.16474317 	0.67166440 	0.97897807 	0.33388523 	0.30854526 	
         519 	0.90740196 	0.66786288 	0.74238840 	0.67923345 	0.46818789 	0.79953113 	0.80347813 	0.55311339 	0.12262371 	0.45176453 	0.39325227 	0.14595414 	0.80618719 	0.12463928 	0.45075228 	0.18197329 	0.42553944 	0.73591147 	0.49288804 	0.11916171 	0.94084926 	0.86131072 	0.79959703 	0.88218809 	
         520 	0.81080587 	0.03117238 	0.51079553 	0.96763034 	0.34948295 	0.77761258 	0.28808278 	0.82652678 	0.93594666 	0.53457953 	0.00477525 	0.42200846 	0.82496592 	0.08067714 	0.49960458 	0.02905724 	0.01498693 	0.38168405 	0.49867502 	0.47757870 	0.86843797 	0.49425009 	0.26551214 	0.13482390 	
         521 	0.00276814 	0.40284230 	0.35097964 	0.84963988 	0.85430890 	0.82299579 	0.62701644 	0.55418619 	0.94374380 	0.74869274 	0.43254674 	0.20706267 	0.72752843 	0.57635477 	0.03051842 	0.31546623 	0.21731610 	0.51832127 	0.62528700 	0.65413359 	0.93990797 	0.64137718 	0.13354629 	0.42315136 	
         522 	0.83140321 	0.64660483 	0.37412657 	0.88084286 	0.83205598 	0.76832921 	0.73819415 	0.34135387 	0.93096030 	0.29507634 	0.61660137 	0.88938300 	0.46179028 	0.80671337 	0.82241646 	0.26874244 	0.19217401 	0.62631153 	0.13467176 	0.87632138 	0.91910394 	0.05721568 	0.48874677 	0.52109815 	
         523 	0.53985081 	0.56385423 	0.33911880 	0.82850433 	0.02875740 	0.11360095 	0.59121363 	0.55172969 	0.91300189 	0.50089273 	0.46242032 	0.94684671 	0.53580422 	0.65577536 	0.90588872 	0.52936685 	0.56260698 	0.11167007 	0.13561159 	0.15843520 	0.93573530 	0.42503317 	0.30393040 	0.04582570 	
         524 	0.48066520 	0.84667303 	0.62227364 	0.23659508 	0.11886239 	0.72037822 	0.15131157 	0.04440359 	0.94339758 	0.32276256 	0.04105280 	0.75604935 	0.49526977 	0.41829739 	0.91869477 	0.18045434 	0.28148216 	0.36429990 	0.48958899 	0.43403034 	0.92723111 	0.60377618 	0.11538591 	0.29910170 	
         525 	0.37272106 	0.19810643 	0.81621186 	0.73744168 	0.29505069 	0.93079542 	0.72505365 	0.33198369 	0.61705274 	0.72739556 	0.55487749 	0.91312084 	0.17766136 	0.08004967 	0.63804478 	0.42802900 	0.02690000 	0.31630714 	0.01706055 	0.52386305 	0.69391561 	0.39616440 	0.13743845 	0.05284184 	
         526 	0.40114184 	0.64316061 	0.77167086 	0.33857361 	0.65432657 	0.95192338 	0.47097696 	0.48807462 	0.53094620 	0.43722550 	0.28814203 	0.92738415 	0.30687824 	0.64734395 	0.53417641 	0.52191652 	0.03287699 	0.52219487 	0.28904014 	0.59875701 	0.09926674 	0.69898343 	0.14576822 	0.52682830 	
         527 	0.52404056 	0.84947380 	0.62314335 	0.83027821 	0.77169222 	0.96495508 	0.30869863 	0.76411777 	0.64438256 	0.29165048 	0.11041519 	0.93788321 	0.25827156 	0.03354852 	0.03660793 	0.86775659 	0.30707838 	0.05518220 	0.55591944 	0.91237382 	0.36772681 	0.65074762 	0.08607735 	0.12463274 	
         528 	0.47762359 	0.41046217 	0.27236502 	0.72314131 	0.37422402 	0.97231782 	0.45627064 	0.41449666 	0.46011139 	0.79802064 	0.12141933 	0.96032920 	0.10058103 	0.74688179 	0.16287103 	0.86690189 	0.09415979 	0.09879714 	0.70936938 	0.72397691 	0.61833119 	0.60648314 	0.58896797 	0.37159772 	
         529 	0.02119922 	0.01970954 	0.06781866 	0.78943065 	0.66047139 	0.95768285 	0.14770714 	0.10744539 	0.17443566 	0.22321828 	0.50070197 	0.97401175 	0.09957583 	0.86074303 	0.89963681 	0.63768623 	0.57855231 	0.54314709 	0.52365934 	0.27053974 	0.69821285 	0.93275352 	0.39679679 	0.51739958 	
         530 	0.23962037 	0.19315579 	0.28176228 	0.78268132 	0.07106251 	0.96528669 	0.16765087 	0.45720625 	0.70630593 	0.07568572 	0.43668118 	0.97040625 	0.58248139 	0.26198303 	0.89395774 	0.37030667 	0.74891771 	0.20846607 	0.92624864 	0.36180066 	0.44759870 	0.88061400 	0.60305152 	0.31820842 	
         531 	0.60113670 	0.69349281 	0.23007723 	0.83939999 	0.15146173 	0.88571864 	0.35095628 	0.34083749 	0.46096449 	0.57986814 	0.89625188 	0.84697343 	0.57667961 	0.55245297 	0.94116423 	0.08829045 	0.40955980 	0.00094364 	0.84057599 	0.55081045 	0.25595128 	0.44769346 	0.03251977 	0.79575400 	
         532 	0.59849300 	0.05407721 	0.63298427 	0.96147427 	0.88931330 	0.89560229 	0.35850706 	0.20186123 	0.21601020 	0.42756345 	0.91292477 	0.91723912 	0.03340931 	0.16354601 	0.58452781 	0.04077455 	0.93670006 	0.16456531 	0.85762654 	0.31010728 	0.32963887 	0.29432223 	0.25236787 	0.70228731 	
         533 	0.76157460 	0.31026835 	0.34108877 	0.31771001 	0.96457006 	0.86091100 	0.51321702 	0.63750030 	0.61509678 	0.41664262 	0.91053492 	0.82347297 	0.48279096 	0.30339674 	0.41997483 	0.20187206 	0.27622611 	0.22136713 	0.88740460 	0.18842971 	0.09437007 	0.03679730 	0.48714028 	0.21651016 	
         534 	0.39270558 	0.39043543 	0.42198574 	0.50271514 	0.98000599 	0.32934454 	0.61162084 	0.36422042 	0.27054057 	0.04743737 	0.70518934 	0.53385996 	0.69807473 	0.41780459 	0.05788391 	0.17902624 	0.38043313 	0.77889870 	0.66201833 	0.79118098 	0.47808183 	0.37830329 	0.37940645 	0.31261502 	
         535 	0.53136419 	0.48249398 	0.24303118 	0.05241281 	0.96465105 	0.07190619 	0.85755710 	0.90476863 	0.39548402 	0.01836582 	0.24803227 	0.09853812 	0.22756258 	0.47270187 	0.27801483 	0.67790071 	0.70520965 	0.13897054 	0.64596949 	0.42359654 	0.22730996 	0.71714157 	0.04011698 	0.23794572 	
         536 	0.82366764 	0.07300151 	0.58254061 	0.83696334 	0.97740242 	0.08256859 	0.82789558 	0.91996295 	0.35234446 	0.88115193 	0.86413705 	0.91672139 	0.25679998 	0.71339864 	0.17909470 	0.95372953 	0.14307897 	0.15048007 	0.30461146 	0.89296672 	0.17245454 	0.61963646 	0.59516770 	0.27729100 	
         537 	0.94446054 	0.45553439 	0.58180093 	0.92654791 	0.84336256 	0.30568171 	0.34443869 	0.98105417 	0.89865314 	0.59316067 	0.81893020 	0.80173505 	0.31584615 	0.10880889 	0.13921100 	0.97439458 	0.18469926 	0.23635173 	0.33754064 	0.73361593 	0.11711172 	0.37974789 	0.51008940 	0.04163072 	
         538 	0.95590153 	0.88383654 	0.37883495 	0.31396647 	0.80729007 	0.54870827 	0.66578353 	0.98943799 	0.84441417 	0.74394573 	0.86153062 	0.45701288 	0.80816841 	0.22660389 	0.60616623 	0.94531945 	0.23171560 	0.14612769 	0.41776164 	0.73845636 	0.07899679 	0.64335148 	0.38813201 	0.15361914 	
         539 	0.97462080 	0.13464277 	0.36808970 	0.31191877 	0.66456797 	0.90628074 	0.88043373 	0.96813916 	0.66870197 	0.85289957 	0.61473266 	0.92558528 	0.76305785 	0.34271040 	0.63807917 	0.75042098 	0.21793496 	0.63324827 	0.30834550 	0.07937121 	0.70372941 	0.12891404 	0.47251734 	0.50258251 	
         540 	0.98199904 	0.05002442 	0.54419426 	0.00882085 	0.02413796 	0.93299456 	0.71616744 	0.97662072 	0.56041864 	0.37711578 	0.32768772 	0.87642186 	0.72766934 	0.04300880 	0.71959128 	0.79891216 	0.38917226 	0.79701005 	0.47646931 	0.16858421 	0.52943198 	0.91046210 	0.01563627 	0.61816545 	
         541 	0.87108023 	0.60379922 	0.83463780 	0.58464356 	0.23501832 	0.96924748 	0.80763481 	0.90662977 	0.30294356 	0.24238991 	0.31514433 	0.79666343 	0.32530264 	0.13013422 	0.52773665 	0.75277442 	0.45329057 	0.93919468 	0.05383707 	0.18851762 	0.53979080 	0.87216723 	0.55581157 	0.82123915 	
         542 	0.96909810 	0.25300172 	0.78781237 	0.70021723 	0.10051411 	0.94104680 	0.65757978 	0.97574192 	0.08069383 	0.51097836 	0.77791890 	0.45578073 	0.45365722 	0.23750379 	0.20318573 	0.62891720 	0.17651787 	0.97181670 	0.41030340 	0.45008736 	0.24905838 	0.56868327 	0.30702006 	0.26443082 	
         543 	0.91186480 	0.70032926 	0.76785649 	0.92686363 	0.59759650 	0.92188316 	0.17161612 	0.98227092 	0.45839163 	0.93720246 	0.62041829 	0.74360973 	0.73077656 	0.77063802 	0.04455142 	0.82426657 	0.92521198 	0.95926267 	0.50807684 	0.02843931 	0.07254806 	0.63016057 	0.34266813 	0.23868176 	
         544 	0.91737941 	0.64278772 	0.57248966 	0.93756142 	0.08929969 	0.64817234 	0.32139693 	0.96348198 	0.62146932 	0.85556558 	0.03637796 	0.15967727 	0.81276918 	0.25570542 	0.03459180 	0.26241762 	0.88966574 	0.95752332 	0.88854579 	0.62043951 	0.38580986 	0.37522100 	0.20783663 	0.77029585 	
         545 	0.86781316 	0.33752856 	0.82056904 	0.66628834 	0.19021353 	0.69474638 	0.61886558 	0.93989286 	0.31030624 	0.59277513 	0.74301079 	0.42714615 	0.51289409 	0.64206213 	0.59899462 	0.55929887 	0.92413452 	0.82282684 	0.83384362 	0.35418340 	0.15566001 	0.36678772 	0.02777006 	0.33361494 	
         546 	0.83723967 	0.67334831 	0.05001581 	0.45174801 	0.58676952 	0.78564698 	0.26273808 	0.89060821 	0.31444050 	0.62200713 	0.13665318 	0.27774549 	0.35796303 	0.11567362 	0.17677011 	0.35343723 	0.86639477 	0.84500633 	0.96612282 	0.56570530 	0.08944451 	0.16388507 	0.37321662 	0.53103481 	
         547 	0.96121863 	0.69829388 	0.12780650 	0.76378356 	0.37815850 	0.90447635 	0.67369784 	0.96506201 	0.05540690 	0.89244961 	0.01949299 	0.63152892 	0.05964403 	0.40010050 	0.59289448 	0.13078135 	0.88965511 	0.52829178 	0.40188520 	0.42453166 	0.03978919 	0.57904949 	0.28435585 	0.38522164 	
         548 	0.43692212 	0.01392193 	0.05491362 	0.17862172 	0.01600370 	0.86834695 	0.45077174 	0.93977866 	0.57418267 	0.77448209 	0.24529195 	0.37746728 	0.14941970 	0.36834400 	0.60508444 	0.38154654 	0.90444761 	0.49261628 	0.23474811 	0.14352916 	0.08437207 	0.37412368 	0.14002022 	0.45403017 	
         549 	0.52206391 	0.00164584 	0.15479869 	0.07662332 	0.28823278 	0.78974841 	0.47367184 	0.94836975 	0.94063159 	0.22641445 	0.23032754 	0.49252478 	0.01060092 	0.59522898 	0.60563871 	0.31838700 	0.74847465 	0.77024399 	0.17373178 	0.76910131 	0.27116983 	0.67809716 	0.03602865 	0.54634699 	
         550 	0.06662105 	0.00156764 	0.47767651 	0.62922080 	0.60558677 	0.95052741 	0.07215373 	0.85468058 	0.93373591 	0.55320244 	0.02591780 	0.00955551 	0.69695914 	0.74323126 	0.82148559 	0.11453076 	0.09334668 	0.87469669 	0.77412550 	0.73540704 	0.23916417 	0.40291419 	0.28235104 	0.50235167 	
         551 	0.17563320 	0.57003551 	0.04484647 	0.09098288 	0.68535393 	0.97105167 	0.48376944 	0.58862369 	0.85776151 	0.33848815 	0.37558439 	0.01903834 	0.07910070 	0.20740149 	0.57242158 	0.26810461 	0.43605328 	0.64659189 	0.79516016 	0.09698081 	0.65811647 	0.37832260 	0.64899946 	0.66253514 	
         552 	0.14201713 	0.57758545 	0.13336712 	0.00420352 	0.56544862 	0.84609346 	0.53883637 	0.79470342 	0.96862732 	0.48496403 	0.75180532 	0.64884942 	0.60970540 	0.00855815 	0.58186804 	0.46317017 	0.64925535 	0.77562890 	0.75205773 	0.54260479 	0.58895420 	0.09253041 	0.19199975 	0.87698943 	
         553 	0.03517266 	0.16619802 	0.52862089 	0.39625532 	0.49854387 	0.86355391 	0.56961615 	0.91073349 	0.79060511 	0.42391262 	0.93711962 	0.26779989 	0.61950415 	0.03860510 	0.60835655 	0.69881240 	0.72626617 	0.55441189 	0.20608247 	0.21893226 	0.31720944 	0.47491774 	0.27818732 	0.91011912 	
         554 	0.38975344 	0.44001331 	0.84169992 	0.62274729 	0.79376601 	0.91551173 	0.03873221 	0.94271062 	0.27108144 	0.88892840 	0.91876709 	0.66190707 	0.83781798 	0.79702026 	0.00134909 	0.55730472 	0.49675573 	0.77924835 	0.60790434 	0.47765135 	0.22360819 	0.46953403 	0.21606529 	0.96194699 	
         555 	0.90083765 	0.62848618 	0.36719780 	0.14907380 	0.89237505 	0.79134298 	0.07260562 	0.88397035 	0.76003238 	0.92872696 	0.70926832 	0.60615588 	0.78595871 	0.80433397 	0.70930547 	0.58971911 	0.08798725 	0.33768963 	0.47891791 	0.40934098 	0.82243257 	0.18986403 	0.13268098 	0.97567527 	
         556 	0.86566669 	0.43538535 	0.05426690 	0.29218640 	0.63077724 	0.08271695 	0.59738000 	0.78353519 	0.83350354 	0.68110239 	0.41484393 	0.26245790 	0.56267927 	0.34420333 	0.71651352 	0.72635767 	0.47553206 	0.16196520 	0.28950726 	0.24730286 	0.79725297 	0.11422748 	0.44075300 	0.94282549 	
         557 	0.30772003 	0.59333137 	0.10828484 	0.76555782 	0.73970217 	0.09170143 	0.72150851 	0.77168383 	0.76650248 	0.56248648 	0.62602310 	0.69276576 	0.31558841 	0.39035420 	0.74469727 	0.73508441 	0.40380160 	0.56018041 	0.51857052 	0.57525071 	0.37773700 	0.82856479 	0.63983815 	0.88794738 	
         558 	0.50660247 	0.84149223 	0.87815428 	0.94983608 	0.62588624 	0.30771153 	0.88258442 	0.78950674 	0.83811865 	0.05201663 	0.37896313 	0.71530778 	0.71883547 	0.57945748 	0.91457333 	0.42422062 	0.14788940 	0.07298448 	0.45818174 	0.59932106 	0.34418478 	0.53860169 	0.75005729 	0.94263036 	
         559 	0.45895901 	0.71784927 	0.91296357 	0.37924491 	0.78055875 	0.40025664 	0.77068742 	0.46148144 	0.68907663 	0.41328865 	0.81023843 	0.21854786 	0.73466912 	0.49811004 	0.91133693 	0.14811273 	0.78940951 	0.25244967 	0.22816845 	0.58976427 	0.06095058 	0.89031256 	0.56516506 	0.96542578 	
         560 	0.64355378 	0.49209766 	0.96106719 	0.15027649 	0.95346171 	0.60515518 	0.18593775 	0.39634653 	0.21189643 	0.02358203 	0.81455496 	0.47206812 	0.61992798 	0.07537092 	0.97953912 	0.46862258 	0.79598801 	0.30434147 	0.02134561 	0.84629671 	0.02204748 	0.89998671 	0.42567414 	0.92508123 	
         561 	0.73729833 	0.28457506 	0.91937283 	0.23274839 	0.89804124 	0.34596845 	0.62807247 	0.51945804 	0.01149274 	0.11607055 	0.71843325 	0.14669328 	0.65510398 	0.56228757 	0.54713719 	0.63629288 	0.18112451 	0.03111784 	0.69947243 	0.43125218 	0.76031183 	0.22734377 	0.88795546 	0.75939194 	
         562 	0.59555418 	0.20299216 	0.44558809 	0.08185443 	0.68845164 	0.77905591 	0.18328204 	0.36682486 	0.67241506 	0.22496489 	0.83529774 	0.11589462 	0.52929608 	0.72877656 	0.84227231 	0.53660489 	0.46456397 	0.19930778 	0.40385253 	0.21710827 	0.94516965 	0.16569646 	0.81583586 	0.33632381 	
         563 	0.83819738 	0.80996423 	0.07627684 	0.56063550 	0.93117270 	0.82062916 	0.29511346 	0.41668143 	0.75440547 	0.81131862 	0.95373292 	0.73181241 	0.27739938 	0.81096873 	0.41438042 	0.79343936 	0.06030267 	0.64037465 	0.75444155 	0.20278193 	0.98215916 	0.49437395 	0.83144719 	0.51875952 	
         564 	0.50370213 	0.55575816 	0.36859044 	0.20930509 	0.98024024 	0.72680212 	0.32438975 	0.25426334 	0.53931390 	0.95042514 	0.88536375 	0.89122246 	0.66489669 	0.81301430 	0.23655867 	0.64310304 	0.11842508 	0.66721609 	0.16667272 	0.08922572 	0.88273223 	0.36643221 	0.69458202 	0.50954580 	
         565 	0.33790080 	0.52113851 	0.39146126 	0.33285611 	0.99323459 	0.75304293 	0.03108127 	0.45412206 	0.21647777 	0.95627312 	0.74393293 	0.75454319 	0.42669302 	0.25808903 	0.47386669 	0.19940952 	0.59173853 	0.55328494 	0.38899998 	0.22928683 	0.63790563 	0.41167186 	0.51816554 	0.28118963 	
         566 	0.05004690 	0.65294218 	0.69957697 	0.12702603 	0.98159138 	0.87873041 	0.12832989 	0.62022180 	0.65675608 	0.67603068 	0.49778294 	0.13149228 	0.38739761 	0.03916409 	0.70142852 	0.82292872 	0.80021913 	0.04175349 	0.79238758 	0.12745027 	0.79662996 	0.19774216 	0.14975102 	0.01961021 	
         567 	0.47382363 	0.63379395 	0.50083587 	0.15198449 	0.98673355 	0.91872027 	0.60560688 	0.86554359 	0.79726880 	0.41422041 	0.85108471 	0.56714322 	0.43077517 	0.14426886 	0.52498340 	0.02190711 	0.66669969 	0.84129370 	0.85775146 	0.16969703 	0.92857159 	0.30419805 	0.12683537 	0.03598705 	
         568 	0.32971151 	0.88885935 	0.33811234 	0.56917801 	0.93450079 	0.92955235 	0.24898542 	0.75379592 	0.71265601 	0.66314236 	0.79734061 	0.72125421 	0.74522220 	0.03315457 	0.23372473 	0.66773585 	0.01058063 	0.90557780 	0.22813973 	0.19457741 	0.90910541 	0.25736245 	0.13414125 	0.67619826 	
         569 	0.10681511 	0.87765968 	0.03445900 	0.02989324 	0.12930560 	0.57994043 	0.76212220 	0.87428604 	0.20008239 	0.46480171 	0.94486376 	0.34139596 	0.56610027 	0.72330732 	0.44308361 	0.25246538 	0.48707080 	0.21120971 	0.03812484 	0.15742675 	0.92028686 	0.20650258 	0.72245426 	0.63970630 	
         570 	0.51760157 	0.93106057 	0.52257626 	0.46265633 	0.51773091 	0.33614837 	0.74175052 	0.70693412 	0.49860849 	0.80259710 	0.94884579 	0.08505413 	0.52503276 	0.44523865 	0.16724033 	0.29845206 	0.25809578 	0.57879545 	0.66880157 	0.32040565 	0.93973410 	0.19091003 	0.45104227 	0.49466598 	
         571 	0.30551323 	0.71866480 	0.63891197 	0.39343833 	0.10245275 	0.15335579 	0.68026537 	0.08842744 	0.69076439 	0.80882134 	0.96845307 	0.50803994 	0.89301560 	0.01648725 	0.87515765 	0.15353779 	0.10022844 	0.76492741 	0.30942211 	0.46844677 	0.96669715 	0.62257451 	0.84224520 	0.60785846 	
         572 	0.29947721 	0.25144518 	0.07719744 	0.78071720 	0.72697992 	0.69464724 	0.61144813 	0.69561232 	0.81184178 	0.87894477 	0.88580296 	0.09537269 	0.92670855 	0.41465318 	0.80746620 	0.86698294 	0.38872388 	0.85933733 	0.13439291 	0.56308625 	0.98536743 	0.43970858 	0.67715281 	0.83667999 	
