#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         958 	0.68143305 	0.98497300 	0.04643409 	0.07710245 	0.05313394 	0.97299310 	0.04204983 	0.96341680 	0.22435565 	0.30569396 	0.40972361 	0.39853697 	0.50409677 	0.69795750 	0.97900135 	0.72033623 	0.41322013 	0.32791329 	0.23353846 	0.42220566 	0.30904491 	0.70814009 	0.47266206 	0.34913094 	
         959 	0.39888707 	0.98187934 	0.23989740 	0.62985047 	0.38244313 	0.88976456 	0.26778705 	0.94171553 	0.01755175 	0.51089147 	0.54054743 	0.02604134 	0.80738419 	0.20497779 	0.75234323 	0.26496930 	0.53921322 	0.69772324 	0.56598446 	0.59588822 	0.71038922 	0.60893729 	0.00364672 	0.60188020 	
         960 	0.47078409 	0.98849108 	0.84720934 	0.72291877 	0.56739146 	0.94991212 	0.09918433 	0.74963893 	0.00145583 	0.82615642 	0.35201487 	0.52577776 	0.95291576 	0.88288332 	0.52252360 	0.78246251 	0.93426279 	0.65201456 	0.76286454 	0.36828097 	0.85413288 	0.35475587 	0.17421463 	0.48554194 	
         961 	0.07128508 	0.98723327 	0.65076191 	0.74566184 	0.10099664 	0.97365699 	0.38398346 	0.49192337 	0.72999150 	0.25411201 	0.16418451 	0.72310793 	0.91032059 	0.60941445 	0.11300788 	0.57968267 	0.99096727 	0.93122701 	0.83660743 	0.03385804 	0.80068636 	0.01227263 	0.33541869 	0.68410752 	
         962 	0.51901325 	0.86505075 	0.05657901 	0.64497848 	0.16178979 	0.98815860 	0.19877976 	0.75209762 	0.72788201 	0.29680810 	0.25555884 	0.33312394 	0.75447415 	0.16668221 	0.50133394 	0.20991363 	0.98314781 	0.97812317 	0.77473414 	0.38977602 	0.67651376 	0.47539725 	0.42108541 	0.71183179 	
         963 	0.27004960 	0.75597550 	0.89636275 	0.05235104 	0.34492117 	0.98730043 	0.83791582 	0.39296108 	0.82739832 	0.27179613 	0.10589542 	0.38190413 	0.91254380 	0.59797446 	0.72950868 	0.18317512 	0.92906591 	0.64965056 	0.43204788 	0.27546140 	0.90312086 	0.53272489 	0.61585261 	0.19704677 	
         964 	0.04725128 	0.38147857 	0.78652118 	0.06677581 	0.24450972 	0.95436571 	0.36706138 	0.41850224 	0.19204015 	0.81311678 	0.88922200 	0.10189721 	0.82548078 	0.57794421 	0.69479543 	0.47027678 	0.92058736 	0.65242509 	0.15430598 	0.01743277 	0.85044827 	0.76541822 	0.21410002 	0.40758985 	
         965 	0.62520486 	0.34931540 	0.78258072 	0.08949316 	0.87046411 	0.97494490 	0.12951947 	0.65762491 	0.81438849 	0.84815269 	0.85699949 	0.17153603 	0.66436666 	0.16146145 	0.06675555 	0.18363033 	0.89942905 	0.90681175 	0.50663075 	0.56555027 	0.20536773 	0.91737940 	0.28188616 	0.60134799 	
         966 	0.19901703 	0.33727116 	0.15584734 	0.01453879 	0.74798246 	0.90931268 	0.05328276 	0.13363566 	0.02910964 	0.48810941 	0.16775228 	0.39357473 	0.18178715 	0.56602785 	0.42338859 	0.92498950 	0.01039981 	0.92783922 	0.90670565 	0.26824042 	0.00936461 	0.97878109 	0.19094841 	0.36997025 	
         967 	0.72312883 	0.34170277 	0.86349375 	0.12861528 	0.84507612 	0.93044222 	0.64983525 	0.52757659 	0.38386783 	0.40298441 	0.63780505 	0.54782152 	0.05042718 	0.67249621 	0.57723031 	0.98782763 	0.23641276 	0.80840383 	0.92480472 	0.81592996 	0.27491670 	0.68245682 	0.28344165 	0.47885726 	
         968 	0.67940391 	0.70466286 	0.18747583 	0.83197493 	0.89021061 	0.88491353 	0.73233019 	0.81059132 	0.77272698 	0.05631625 	0.12678685 	0.47277374 	0.09380738 	0.85375124 	0.37154544 	0.99182402 	0.46346764 	0.79359098 	0.58327358 	0.30639864 	0.12527054 	0.63757739 	0.05936174 	0.63531554 	
         969 	0.80846046 	0.08779675 	0.23331202 	0.71042938 	0.36881816 	0.89633727 	0.36756645 	0.89796767 	0.95263302 	0.58212457 	0.65132959 	0.50240024 	0.33570423 	0.92255354 	0.05615208 	0.97101106 	0.54654570 	0.33783653 	0.74897369 	0.45959783 	0.82492160 	0.87240604 	0.52738764 	0.78933923 	
         970 	0.87440571 	0.34859636 	0.10141254 	0.37502358 	0.58126325 	0.81419323 	0.29236970 	0.92994228 	0.11952245 	0.29853609 	0.37580255 	0.67080671 	0.35910979 	0.74654153 	0.16725707 	0.99160231 	0.77655568 	0.27497214 	0.79626915 	0.32200605 	0.75348779 	0.89860606 	0.56669631 	0.82096972 	
         971 	0.66027826 	0.80956809 	0.37372012 	0.37668771 	0.48421560 	0.70524518 	0.83487684 	0.79000313 	0.55365936 	0.70661324 	0.75498823 	0.48613870 	0.28152268 	0.67487556 	0.07253821 	0.92509808 	0.61715395 	0.69041638 	0.87561326 	0.21707598 	0.80586777 	0.84540329 	0.09498610 	0.45154042 	
         972 	0.80440776 	0.17791656 	0.63630166 	0.61315695 	0.21979687 	0.46585272 	0.85860694 	0.10261759 	0.14788686 	0.91860075 	0.40645218 	0.23765648 	0.16572562 	0.53724414 	0.31295504 	0.68198416 	0.54355925 	0.84237473 	0.93211785 	0.16056501 	0.90774767 	0.03656264 	0.64388914 	0.43399732 	
         973 	0.79467868 	0.53631370 	0.20383150 	0.28758999 	0.65471327 	0.80664094 	0.54862610 	0.28591942 	0.22888869 	0.27271363 	0.69601152 	0.94604646 	0.38765772 	0.51287594 	0.23736726 	0.10533949 	0.67978584 	0.71069611 	0.77160099 	0.07414769 	0.62392532 	0.63773624 	0.56064487 	0.67967815 	
         974 	0.19416884 	0.37397521 	0.33758341 	0.60098313 	0.38986731 	0.81357147 	0.91723725 	0.08678992 	0.38723338 	0.61200559 	0.26867483 	0.91872872 	0.06630567 	0.87498451 	0.60500382 	0.01924990 	0.59207613 	0.63608154 	0.51538287 	0.37727759 	0.25784468 	0.43631475 	0.26369711 	0.01226306 	
         975 	0.38297434 	0.50277266 	0.20177731 	0.40127108 	0.01250098 	0.77302253 	0.94873056 	0.44580400 	0.29756697 	0.38999918 	0.48328133 	0.87222589 	0.74876329 	0.63258199 	0.29422507 	0.00063930 	0.64416693 	0.69435219 	0.64350578 	0.57931201 	0.30970123 	0.64115578 	0.86010923 	0.17204954 	
         976 	0.81321538 	0.44121529 	0.47725025 	0.26654476 	0.89539134 	0.73462156 	0.98125744 	0.19509150 	0.53203797 	0.11377522 	0.55151853 	0.70115177 	0.58220581 	0.55429762 	0.26470599 	0.27060106 	0.19976171 	0.78421775 	0.71674865 	0.27627619 	0.10286262 	0.63027611 	0.93054224 	0.44814762 	
         977 	0.15221558 	0.39485442 	0.52331471 	0.17029665 	0.95419628 	0.29191382 	0.94463880 	0.05662574 	0.29590302 	0.64736190 	0.23510904 	0.47207142 	0.84919449 	0.31129581 	0.38091229 	0.20168508 	0.65363285 	0.03408128 	0.59628045 	0.77311003 	0.02282425 	0.43161772 	0.90392957 	0.14143841 	
         978 	0.73247721 	0.42145701 	0.52019911 	0.19109098 	0.84854177 	0.29111714 	0.92975116 	0.11929645 	0.78749644 	0.33250359 	0.22693304 	0.86601546 	0.39478797 	0.69501066 	0.66901802 	0.52759822 	0.38875321 	0.31134984 	0.59348529 	0.07851661 	0.51262665 	0.81697046 	0.59806743 	0.22303873 	
         979 	0.84759351 	0.50852421 	0.07569857 	0.61650325 	0.64028387 	0.37955761 	0.59194522 	0.10950249 	0.72500145 	0.65490463 	0.20913341 	0.05138250 	0.41532251 	0.83216158 	0.83409955 	0.16189371 	0.35007482 	0.17737380 	0.09047028 	0.11917998 	0.59254799 	0.89618102 	0.10477802 	0.43250124 	
         980 	0.91236774 	0.45310490 	0.24899260 	0.39659623 	0.31988587 	0.47025172 	0.55683140 	0.91926423 	0.90045331 	0.80027768 	0.40344510 	0.10256942 	0.47813331 	0.42358548 	0.71002624 	0.50675989 	0.75219266 	0.21277501 	0.23543234 	0.23091730 	0.05244242 	0.95544508 	0.68959281 	0.72461612 	
         981 	0.78223258 	0.62084348 	0.34154266 	0.02178737 	0.21944198 	0.94766017 	0.22102372 	0.97441769 	0.44925225 	0.55903327 	0.70017392 	0.78955542 	0.27556613 	0.71600223 	0.94969194 	0.82547191 	0.18876838 	0.22732673 	0.17469646 	0.43284956 	0.71869626 	0.75533602 	0.32243278 	0.67614032 	
         982 	0.16630687 	0.88972207 	0.45076623 	0.44729821 	0.45400971 	0.83682317 	0.61244645 	0.93519199 	0.55422631 	0.73391407 	0.60646223 	0.53591256 	0.52622763 	0.62046750 	0.74070153 	0.68416582 	0.80463605 	0.38745659 	0.15703800 	0.07328225 	0.18821904 	0.90795703 	0.36488954 	0.21947821 	
         983 	0.15982038 	0.69760817 	0.76672094 	0.56279370 	0.69773246 	0.42421121 	0.49821392 	0.95712725 	0.43944285 	0.02041474 	0.53582530 	0.21197453 	0.11670140 	0.81471743 	0.73702166 	0.69595172 	0.61136321 	0.34236998 	0.14268080 	0.37949947 	0.67531436 	0.75992475 	0.22342554 	0.07040937 	
         984 	0.59470452 	0.16787239 	0.60888281 	0.15424749 	0.63889830 	0.03544817 	0.10627076 	0.97145950 	0.58289410 	0.10351536 	0.75020701 	0.18427194 	0.50801953 	0.88379722 	0.72765419 	0.75331823 	0.25116062 	0.87477771 	0.02776219 	0.27892173 	0.64931776 	0.43589333 	0.40292851 	0.27847018 	
         985 	0.70187731 	0.10749769 	0.89857935 	0.39183356 	0.74949441 	0.08257354 	0.27455308 	0.96848297 	0.78227423 	0.02617906 	0.82293644 	0.37314642 	0.24622492 	0.70441222 	0.51277044 	0.91760769 	0.19770727 	0.40368508 	0.22687347 	0.26163248 	0.59865240 	0.63153701 	0.05404427 	0.19741713 	
         986 	0.56983133 	0.30435547 	0.71211313 	0.34889658 	0.69877075 	0.14123662 	0.22650330 	0.99489003 	0.46443616 	0.38772550 	0.51647770 	0.67929735 	0.01862017 	0.16892659 	0.41084067 	0.81866119 	0.79220064 	0.71558653 	0.17947058 	0.85073281 	0.34989916 	0.68235870 	0.48144374 	0.51857480 	
         987 	0.00488779 	0.26413634 	0.82021305 	0.64779652 	0.45589392 	0.43500439 	0.21299543 	0.83483855 	0.67552885 	0.58866017 	0.45311243 	0.26403955 	0.07024738 	0.84003974 	0.61749919 	0.54598619 	0.24169954 	0.31759542 	0.72896567 	0.05335480 	0.46627973 	0.95876389 	0.04782420 	0.30506121 	
         988 	0.42130752 	0.37974268 	0.69546245 	0.81013795 	0.13041727 	0.68435546 	0.60173650 	0.73032658 	0.82011242 	0.17806830 	0.83875904 	0.80248471 	0.37192768 	0.72134227 	0.52789672 	0.86350515 	0.39669481 	0.35133982 	0.90431409 	0.31449765 	0.08475001 	0.88323055 	0.63690477 	0.54372284 	
         989 	0.73576609 	0.02472169 	0.64988139 	0.79961387 	0.22940152 	0.91125862 	0.70521475 	0.84706183 	0.82523146 	0.81008321 	0.20871531 	0.91106574 	0.23946654 	0.63798744 	0.00792874 	0.50115924 	0.06259855 	0.48365504 	0.81974372 	0.35000873 	0.83548612 	0.61710734 	0.84086978 	0.65162385 	
         990 	0.47154339 	0.48905977 	0.48067328 	0.38617685 	0.49829499 	0.64815640 	0.11299538 	0.65608608 	0.34229719 	0.29139741 	0.26504397 	0.91817380 	0.45062695 	0.23718436 	0.19398690 	0.80221013 	0.36462954 	0.41480692 	0.28342763 	0.48070747 	0.79103642 	0.74452985 	0.88631040 	0.69669788 	
         991 	0.13024982 	0.08625658 	0.72046161 	0.06844443 	0.00268871 	0.83434451 	0.15394464 	0.26219603 	0.05175576 	0.04260067 	0.26741708 	0.22776337 	0.60632625 	0.01559207 	0.11012532 	0.59581504 	0.78181961 	0.51460756 	0.42991745 	0.12662765 	0.78919187 	0.89659277 	0.78422313 	0.41630828 	
         992 	0.02045461 	0.61676696 	0.60250280 	0.45028235 	0.77690667 	0.89866788 	0.46482271 	0.53386913 	0.26791638 	0.05373329 	0.05077024 	0.06271392 	0.67539280 	0.57331553 	0.53210396 	0.37145206 	0.09192993 	0.22561396 	0.49875881 	0.69132805 	0.77859867 	0.89236820 	0.61393330 	0.73405973 	
