#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:40:33]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	oscan   	latin   	umbrian   	oldenglish   	gothic   	oldhighgerman   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         161 	0.99820778 	0.13194778 	0.90704242 	0.56987612 	0.99498937 	0.99973144 	0.22388630 	0.99562298 	0.28243529 	0.99696991 	0.89979170 	0.99140875 	0.99799074 	0.99539296 	0.87287781 	0.98869944 	0.99975859 	0.40760026 	0.99989028 	0.93479438 	0.95887667 	0.91770401 	0.99983392 	0.99967347 	
         162 	0.99842322 	0.16389139 	0.91630254 	0.52082265 	0.99184418 	0.99942417 	0.24895819 	0.99643117 	0.29470083 	0.99018614 	0.85133134 	0.99562523 	0.99443340 	0.99830565 	0.86445292 	0.98648307 	0.99978420 	0.42212815 	0.99915540 	0.96065874 	0.97058316 	0.90599338 	0.99968669 	0.99980841 	
         163 	0.99729958 	0.14244201 	0.91116317 	0.53785477 	0.98477797 	0.99983998 	0.22969110 	0.99779307 	0.27660721 	0.99862132 	0.87235863 	0.99864680 	0.99179265 	0.99695339 	0.89101321 	0.98359938 	0.99956206 	0.40730353 	0.99865618 	0.95680549 	0.95623126 	0.92382600 	0.99889741 	0.99957703 	
         164 	0.99694929 	0.14767532 	0.91222410 	0.49250921 	0.98220565 	0.99983851 	0.24704825 	0.99331032 	0.28441063 	0.99975382 	0.89131044 	0.99921544 	0.99184274 	0.99699199 	0.86241531 	0.98056715 	0.99972258 	0.41092050 	0.99789070 	0.95287508 	0.96247150 	0.87882425 	0.99974889 	0.99969597 	
         165 	0.99911889 	0.12004189 	0.90256140 	0.54851206 	0.98689223 	0.99955306 	0.22263661 	0.99536289 	0.34867886 	0.99937270 	0.91209273 	0.99739030 	0.99301324 	0.98795991 	0.89255690 	0.99579542 	0.99875702 	0.40640055 	0.99945561 	0.93666339 	0.94015141 	0.90093019 	0.99988773 	0.99960277 	
         166 	0.99848756 	0.17250092 	0.89370739 	0.58742873 	0.98557227 	0.99965351 	0.22309768 	0.99123178 	0.31048936 	0.99979204 	0.88740334 	0.99895036 	0.99634711 	0.99288206 	0.90022517 	0.99564110 	0.99898103 	0.44751583 	0.99874330 	0.93701948 	0.96790566 	0.90725168 	0.99976309 	0.99871851 	
         167 	0.99881160 	0.15245062 	0.89418859 	0.57743213 	0.98578185 	0.99947716 	0.20427334 	0.98902426 	0.28990305 	0.99992576 	0.85825198 	0.99882980 	0.99890165 	0.99815503 	0.88536675 	0.99011500 	0.99900596 	0.40246505 	0.99588806 	0.95888028 	0.97529833 	0.90946110 	0.99967194 	0.99844077 	
         168 	0.99954525 	0.13774438 	0.89235261 	0.50912756 	0.98591232 	0.99990112 	0.19046631 	0.99133638 	0.27758182 	0.99996914 	0.90013693 	0.99718835 	0.99782192 	0.99690695 	0.80839000 	0.97587663 	0.99558533 	0.39209694 	0.99638353 	0.94600789 	0.95215707 	0.92257486 	0.99626007 	0.99918527 	
         169 	0.99718295 	0.11611696 	0.88806320 	0.51326592 	0.98736667 	0.99983415 	0.26501423 	0.99019038 	0.30175076 	0.99989946 	0.90341989 	0.99927867 	0.99770358 	0.99834005 	0.88581776 	0.99084272 	0.99642305 	0.40187692 	0.99487974 	0.92573247 	0.94884249 	0.89854855 	0.99915804 	0.99872601 	
         170 	0.99802147 	0.14209781 	0.91060308 	0.52757298 	0.99158580 	0.99985888 	0.21814446 	0.99455431 	0.32227509 	0.99998033 	0.85031788 	0.99753590 	0.99866076 	0.98899105 	0.85386449 	0.99494850 	0.99593796 	0.41945814 	0.99815936 	0.94218751 	0.95119337 	0.89519958 	0.99760878 	0.99950613 	
         171 	0.99760855 	0.14642555 	0.88990148 	0.52398444 	0.96703820 	0.99988866 	0.22208859 	0.99130897 	0.32569392 	0.99992681 	0.88932570 	0.99803062 	0.99965096 	0.98938165 	0.86979106 	0.98994889 	0.99633429 	0.42238672 	0.99828933 	0.95833945 	0.95829341 	0.89665208 	0.99658562 	0.99967717 	
         172 	0.99730052 	0.10764733 	0.91913638 	0.56478449 	0.98891289 	0.99943132 	0.23480207 	0.99459903 	0.30762055 	0.99983378 	0.89914053 	0.99799631 	0.99983151 	0.99631392 	0.84514266 	0.99129675 	0.99612552 	0.45077711 	0.99931769 	0.94714043 	0.96071455 	0.91467643 	0.99505220 	0.99964973 	
         173 	0.99859390 	0.11268215 	0.91882210 	0.51895775 	0.99209423 	0.99825680 	0.27677826 	0.99701949 	0.31152709 	0.99977525 	0.89021685 	0.99854891 	0.99988061 	0.99740470 	0.84601639 	0.99361360 	0.99249543 	0.36643448 	0.99988637 	0.94068523 	0.94172516 	0.90037100 	0.99768957 	0.99894859 	
         174 	0.99667496 	0.11020188 	0.91091545 	0.48282230 	0.99212921 	0.99955466 	0.28119744 	0.99180385 	0.31288432 	0.99939385 	0.88894094 	0.99305016 	0.99950826 	0.99230252 	0.86333956 	0.98780490 	0.99337297 	0.38560067 	0.99937335 	0.94912412 	0.95010943 	0.90859545 	0.99812849 	0.99848925 	
         175 	0.99887662 	0.13196016 	0.91938258 	0.48499984 	0.99193326 	0.99979943 	0.28422389 	0.99286683 	0.28973552 	0.99986310 	0.88737237 	0.99513182 	0.99944156 	0.99731369 	0.87240875 	0.97371675 	0.98410900 	0.42888191 	0.99960725 	0.96659861 	0.95438276 	0.90502536 	0.99823659 	0.99568425 	
         176 	0.99759211 	0.10489775 	0.90776096 	0.53558082 	0.98173917 	0.99971067 	0.28394156 	0.99828655 	0.30207479 	0.99861360 	0.90664867 	0.99874336 	0.99936953 	0.99782280 	0.84190674 	0.99173490 	0.98746271 	0.41640193 	0.99814967 	0.94777817 	0.95794562 	0.91175362 	0.99909733 	0.99767230 	
         177 	0.99762369 	0.12428946 	0.91966546 	0.54564211 	0.98065866 	0.99850291 	0.28232961 	0.99905909 	0.31756435 	0.99454769 	0.89758694 	0.99981873 	0.99929734 	0.99679513 	0.89384107 	0.99186923 	0.99339086 	0.42904513 	0.99853613 	0.95976928 	0.92894147 	0.91556277 	0.99958854 	0.99920608 	
         178 	0.99843825 	0.16418148 	0.91216574 	0.54675123 	0.99052773 	0.99972058 	0.26292202 	0.99828747 	0.31923022 	0.99478918 	0.89788877 	0.99980390 	0.99958929 	0.99709769 	0.83866223 	0.99704168 	0.99192934 	0.44574799 	0.99627881 	0.95649094 	0.95559568 	0.91517800 	0.99878352 	0.99912932 	
         179 	0.99011220 	0.12603057 	0.91045497 	0.53414184 	0.99000385 	0.99972692 	0.21490404 	0.99486963 	0.33206027 	0.99697556 	0.90493315 	0.99911820 	0.99939551 	0.99007760 	0.85582374 	0.99633530 	0.99908190 	0.42123527 	0.99702929 	0.94521494 	0.94899514 	0.88186487 	0.99879270 	0.99905670 	
         180 	0.99908440 	0.11261609 	0.89749888 	0.53661549 	0.98766640 	0.99912954 	0.25307414 	0.99874963 	0.34600925 	0.99068712 	0.88805816 	0.99788353 	0.99840722 	0.99596202 	0.84655307 	0.99075567 	0.99960568 	0.41946913 	0.99857690 	0.96256174 	0.95305414 	0.92486681 	0.99755370 	0.99886203 	
         181 	0.99706402 	0.11824010 	0.93010910 	0.51804702 	0.99053201 	0.99904102 	0.22314378 	0.99906109 	0.31980292 	0.99094656 	0.90914550 	0.99618015 	0.99948570 	0.99535346 	0.84555322 	0.98580140 	0.99954514 	0.39939580 	0.99858919 	0.95519124 	0.95691493 	0.88703345 	0.99486881 	0.99457157 	
         182 	0.99831405 	0.11047572 	0.91602636 	0.51686770 	0.99049507 	0.99881545 	0.21630314 	0.99916344 	0.31381342 	0.99442337 	0.91427496 	0.99676864 	0.99672316 	0.99854288 	0.86773224 	0.99177546 	0.99935419 	0.41370753 	0.99773272 	0.96387504 	0.92727823 	0.91216107 	0.99518109 	0.99583017 	
         183 	0.99645832 	0.15048153 	0.92205440 	0.53385967 	0.98492313 	0.99723591 	0.26702221 	0.99972731 	0.31211310 	0.99639669 	0.91229743 	0.99099709 	0.99789792 	0.99789962 	0.85641024 	0.96633225 	0.99458365 	0.37666124 	0.99823775 	0.94607950 	0.95177277 	0.92553072 	0.99579044 	0.99635213 	
         184 	0.99482542 	0.11016188 	0.91985525 	0.56522259 	0.98189999 	0.99795295 	0.27841362 	0.99984224 	0.30640611 	0.99474646 	0.87813448 	0.99475007 	0.99885497 	0.99665035 	0.85521896 	0.99262561 	0.99860277 	0.35810745 	0.99703391 	0.93288017 	0.95725165 	0.92491289 	0.99493614 	0.99435657 	
         185 	0.99441921 	0.12395287 	0.92051430 	0.52674549 	0.98728300 	0.99895339 	0.28654317 	0.99989734 	0.31210971 	0.98814700 	0.90771716 	0.99399853 	0.99886400 	0.99650258 	0.86891063 	0.98372601 	0.99918699 	0.38052189 	0.99879444 	0.94898724 	0.95998091 	0.89779244 	0.99749991 	0.99899566 	
         186 	0.99951948 	0.12871293 	0.93194115 	0.52541957 	0.98103278 	0.99648422 	0.22843110 	0.99933571 	0.31584741 	0.99699233 	0.88578239 	0.99773087 	0.99811888 	0.99926412 	0.85789897 	0.97986359 	0.99877990 	0.44100008 	0.99727415 	0.96310724 	0.95699642 	0.93052356 	0.99777569 	0.99740828 	
         187 	0.99472827 	0.12197922 	0.91475755 	0.52591425 	0.99532120 	0.99802928 	0.27591523 	0.99676460 	0.34338042 	0.99602096 	0.89604051 	0.99477270 	0.99580186 	0.99797441 	0.85976440 	0.99123382 	0.99809272 	0.44077903 	0.99448901 	0.93987425 	0.96339501 	0.91980627 	0.99790392 	0.99690637 	
         188 	0.99800867 	0.12064256 	0.95118661 	0.49558039 	0.99176115 	0.99915854 	0.24671382 	0.99455404 	0.30242432 	0.99340867 	0.87964308 	0.99589410 	0.99128110 	0.99728401 	0.86804384 	0.98136795 	0.99786975 	0.45924179 	0.99118799 	0.95309894 	0.94378530 	0.90540842 	0.99811486 	0.99773682 	
         189 	0.99668238 	0.12943761 	0.94660734 	0.53031722 	0.98627193 	0.99812321 	0.25413866 	0.99586934 	0.30940125 	0.99691546 	0.86714017 	0.99756443 	0.99326694 	0.99720384 	0.85095781 	0.97964048 	0.99915726 	0.46465028 	0.99755107 	0.93478836 	0.94056431 	0.90712972 	0.99709052 	0.99796795 	
         190 	0.99882248 	0.14472024 	0.90676974 	0.52147941 	0.98595078 	0.99932344 	0.26539502 	0.99822504 	0.27805395 	0.99798008 	0.88171217 	0.99660495 	0.99388520 	0.99793007 	0.87160917 	0.99446821 	0.99880153 	0.45457684 	0.99696900 	0.92982723 	0.93654739 	0.92835274 	0.99640849 	0.99614218 	
         191 	0.99492037 	0.12274022 	0.91007048 	0.50918180 	0.98243749 	0.99760137 	0.24651624 	0.99734791 	0.25950050 	0.99109482 	0.87889868 	0.99346920 	0.99677445 	0.99125188 	0.88400648 	0.99087731 	0.99983875 	0.44096846 	0.99670172 	0.93987359 	0.95892776 	0.91251646 	0.99683807 	0.99812620 	
         192 	0.99883058 	0.11064279 	0.92574097 	0.50241341 	0.98886724 	0.99696771 	0.23612569 	0.99306478 	0.24928899 	0.99702527 	0.87014538 	0.99595375 	0.99741458 	0.99487597 	0.87348683 	0.99121195 	0.99970796 	0.43325940 	0.99899393 	0.94918477 	0.96275178 	0.90782743 	0.99803020 	0.99776775 	
         193 	0.99597521 	0.14881029 	0.93029536 	0.51068264 	0.98446659 	0.99807600 	0.26518231 	0.99325463 	0.31434206 	0.99362773 	0.89323820 	0.99374409 	0.99651916 	0.99808660 	0.87829920 	0.98732634 	0.99949493 	0.42253950 	0.99985527 	0.94947442 	0.94999478 	0.93879710 	0.99901364 	0.99869298 	
         194 	0.99709419 	0.13555791 	0.94172916 	0.49487918 	0.98353577 	0.99327180 	0.24144994 	0.99336845 	0.29219740 	0.99783204 	0.86633676 	0.99447148 	0.99615664 	0.99668405 	0.87262409 	0.98787357 	0.99951373 	0.42548429 	0.99994015 	0.95951973 	0.97067938 	0.89295028 	0.99849239 	0.99584267 	
         195 	0.99534434 	0.14245706 	0.90065341 	0.46306351 	0.98596166 	0.98811205 	0.25493813 	0.99610196 	0.36514620 	0.99806819 	0.88626270 	0.99456536 	0.99790990 	0.99834665 	0.85656439 	0.99290943 	0.99640742 	0.43075921 	0.99988828 	0.96478655 	0.96431513 	0.89305322 	0.99905875 	0.99196891 	
         196 	0.99902486 	0.11573895 	0.91437955 	0.42990891 	0.99436211 	0.99340521 	0.26033331 	0.99368546 	0.32797288 	0.99663020 	0.91271117 	0.99330225 	0.99905525 	0.99882300 	0.85320039 	0.98928005 	0.99788237 	0.42417784 	0.99983525 	0.94768336 	0.94560094 	0.89382765 	0.99833006 	0.98774863 	
         197 	0.99831012 	0.11601688 	0.90379026 	0.46929839 	0.99767455 	0.99771108 	0.26056579 	0.99270000 	0.30935546 	0.99966311 	0.89240488 	0.99633086 	0.99866191 	0.99644498 	0.88769396 	0.98729826 	0.99931733 	0.44599217 	0.99912932 	0.96147900 	0.94126007 	0.90455826 	0.99787795 	0.99105488 	
         198 	0.99842591 	0.12006130 	0.90423044 	0.53089851 	0.99411771 	0.99902233 	0.26394886 	0.99588751 	0.31251530 	0.99869914 	0.88804178 	0.99185649 	0.99861863 	0.99661174 	0.87367687 	0.98994652 	0.99948710 	0.39711348 	0.99873403 	0.96206779 	0.95933775 	0.93029721 	0.99842360 	0.99324726 	
         199 	0.99863740 	0.13516583 	0.93373725 	0.54224905 	0.98859461 	0.99853238 	0.27658350 	0.99696949 	0.30679571 	0.99773381 	0.89322870 	0.99315032 	0.99914741 	0.99603379 	0.90058864 	0.98913251 	0.99863260 	0.40746229 	0.99861880 	0.94320218 	0.94841849 	0.93414436 	0.99745743 	0.99737905 	
         200 	0.99947775 	0.11512051 	0.88703540 	0.50996117 	0.98161392 	0.99965160 	0.26381903 	0.99698351 	0.29072847 	0.99723473 	0.88181938 	0.99545342 	0.99849645 	0.99902175 	0.86186039 	0.98505552 	0.99878579 	0.45219006 	0.99824703 	0.93401060 	0.94469317 	0.87887716 	0.99778991 	0.99392354 	
         201 	0.99668727 	0.11490915 	0.91149444 	0.51399095 	0.98160952 	0.99947862 	0.26692275 	0.99907815 	0.29055905 	0.99619888 	0.89256238 	0.99582965 	0.99947238 	0.99773440 	0.91598869 	0.98291952 	0.99906654 	0.45205921 	0.99357450 	0.90313250 	0.95420148 	0.92542273 	0.99783412 	0.99604476 	
         202 	0.98523695 	0.11515667 	0.94080457 	0.51412687 	0.98863678 	0.99985379 	0.31590427 	0.99843551 	0.26312604 	0.99904715 	0.86479177 	0.99423480 	0.99853332 	0.99771871 	0.85955883 	0.99216094 	0.99904161 	0.44197002 	0.99654735 	0.95755380 	0.95840926 	0.88198185 	0.99788336 	0.99623369 	
         203 	0.99326780 	0.09680009 	0.91973908 	0.53591534 	0.98783804 	0.99961281 	0.25986060 	0.99686464 	0.33520702 	0.99740160 	0.90407094 	0.99782313 	0.99822692 	0.99301242 	0.89274183 	0.98386620 	0.99964497 	0.43039337 	0.99920279 	0.92830986 	0.96872525 	0.92997134 	0.99715229 	0.99439915 	
         204 	0.99463613 	0.15745527 	0.91575219 	0.55461642 	0.98981158 	0.99988529 	0.28968577 	0.99937830 	0.36732273 	0.99913965 	0.86655230 	0.99739448 	0.99719284 	0.98851614 	0.88077567 	0.99271299 	0.99984878 	0.44210334 	0.99904416 	0.92692077 	0.94486008 	0.90846419 	0.99938686 	0.99779432 	
         205 	0.99253499 	0.12615432 	0.91246517 	0.48970002 	0.99340112 	0.99984347 	0.26329724 	0.99967556 	0.29873243 	0.99890614 	0.88619430 	0.99918357 	0.99936300 	0.99049937 	0.86883143 	0.96943422 	0.99983394 	0.42137721 	0.99733336 	0.93194418 	0.94792534 	0.89044057 	0.99866955 	0.99782012 	
         206 	0.99918901 	0.12705350 	0.92012366 	0.49022512 	0.98656247 	0.99994553 	0.26405530 	0.99986597 	0.29945403 	0.99552751 	0.87250407 	0.99721354 	0.99938190 	0.99539370 	0.86570135 	0.99585249 	0.99765325 	0.41785582 	0.99881434 	0.92197808 	0.94414294 	0.89659179 	0.99929179 	0.99321177 	
         207 	0.99478719 	0.13682521 	0.92383563 	0.53347881 	0.98073001 	0.99977560 	0.27538758 	0.99806250 	0.30729590 	0.99869094 	0.87940264 	0.99571768 	0.99557507 	0.99924361 	0.85071360 	0.99057136 	0.99934883 	0.40408086 	0.99899500 	0.96367924 	0.94620171 	0.89176572 	0.99931041 	0.99883844 	
         208 	0.99973649 	0.10792992 	0.92183366 	0.51613975 	0.98904748 	0.99982886 	0.25634126 	0.99693951 	0.35229711 	0.99904499 	0.86208915 	0.99316866 	0.99584443 	0.99978106 	0.82994076 	0.99166133 	0.99819387 	0.44618490 	0.99881228 	0.93828589 	0.96017091 	0.89766268 	0.99520843 	0.99849916 	
         209 	0.99978966 	0.11459774 	0.91237966 	0.50154977 	0.99147765 	0.99975543 	0.23455113 	0.99817960 	0.29827752 	0.99869924 	0.90805998 	0.99749592 	0.99630620 	0.99920621 	0.87375680 	0.98632412 	0.99784004 	0.44210865 	0.99853644 	0.93648618 	0.92365750 	0.91776242 	0.99482681 	0.99561682 	
         210 	0.99950437 	0.14281337 	0.92672177 	0.52474515 	0.99722604 	0.99983839 	0.25537345 	0.99894050 	0.31660205 	0.99629878 	0.89722157 	0.99940818 	0.99872342 	0.99863050 	0.86440567 	0.98557462 	0.98814255 	0.41743347 	0.99836137 	0.95496432 	0.96728242 	0.89722641 	0.98705953 	0.99677733 	
         211 	0.99949877 	0.13859806 	0.90231166 	0.49494686 	0.99521499 	0.99987688 	0.27990501 	0.99836504 	0.26322322 	0.99807844 	0.86182270 	0.99959942 	0.99910687 	0.99949136 	0.84782035 	0.97944235 	0.98746758 	0.41456863 	0.99812600 	0.92330829 	0.96491294 	0.92114104 	0.99672039 	0.99347022 	
         212 	0.99986254 	0.13361075 	0.90484725 	0.50222169 	0.99510220 	0.99937865 	0.24295608 	0.99808470 	0.27369761 	0.99902370 	0.88028340 	0.99862552 	0.99921654 	0.99958075 	0.84295142 	0.98095092 	0.99459917 	0.40468178 	0.99467788 	0.95447506 	0.95015804 	0.91578521 	0.99642755 	0.99656852 	
         213 	0.99960760 	0.13140008 	0.91507676 	0.52004110 	0.98905150 	0.99971257 	0.24318145 	0.99704098 	0.27525486 	0.99841392 	0.90093884 	0.99850138 	0.99526825 	0.99831989 	0.87877221 	0.97691612 	0.99296904 	0.41431105 	0.99736112 	0.95191318 	0.92615725 	0.89668553 	0.99849354 	0.99596814 	
         214 	0.99971219 	0.12385590 	0.90230668 	0.51911672 	0.99604809 	0.99945027 	0.24172386 	0.99646889 	0.33364631 	0.99757427 	0.85284406 	0.99730716 	0.99281258 	0.99351223 	0.88416262 	0.99313498 	0.99268696 	0.42178327 	0.99637988 	0.96108143 	0.95277201 	0.90932348 	0.99931663 	0.99426703 	
         215 	0.99933511 	0.12300908 	0.92496721 	0.54147955 	0.99627667 	0.99963195 	0.24099097 	0.99774827 	0.29782829 	0.99787091 	0.89327137 	0.99953280 	0.99438424 	0.99425766 	0.87595937 	0.99203831 	0.99711344 	0.42122441 	0.99713274 	0.94249175 	0.94525746 	0.91815448 	0.99889443 	0.99450999 	
         216 	0.99689935 	0.12708336 	0.90391449 	0.54360972 	0.98519643 	0.99934701 	0.24451713 	0.99635761 	0.30109040 	0.99899362 	0.88550406 	0.99861593 	0.99555481 	0.99517553 	0.87986517 	0.99494541 	0.99864903 	0.39577839 	0.99537523 	0.94699495 	0.92841712 	0.91964836 	0.99889585 	0.99786744 	
         217 	0.99882191 	0.12885957 	0.93535565 	0.54453838 	0.99330559 	0.99908070 	0.25165233 	0.99528947 	0.28288306 	0.99864279 	0.90711787 	0.99734359 	0.99363733 	0.99349244 	0.88432760 	0.97105057 	0.99760957 	0.41723045 	0.99780380 	0.93027445 	0.96203812 	0.91286951 	0.99926300 	0.99817151 	
         218 	0.99837175 	0.13854857 	0.91759624 	0.54625294 	0.98575548 	0.99526134 	0.25997560 	0.99633347 	0.27312253 	0.99901234 	0.90378110 	0.99897643 	0.99312740 	0.99573121 	0.85861710 	0.99506494 	0.99864140 	0.38980676 	0.99788720 	0.94363735 	0.96867547 	0.88801888 	0.99962742 	0.99611855 	
         219 	0.99765069 	0.12245143 	0.91522176 	0.50710758 	0.99249036 	0.99142375 	0.24614745 	0.99260735 	0.33573266 	0.99762144 	0.86763623 	0.99959164 	0.99308034 	0.99798018 	0.85501580 	0.98414355 	0.99348987 	0.37840464 	0.99689507 	0.94564433 	0.95964508 	0.87489327 	0.99969848 	0.99253652 	
         220 	0.99613286 	0.11765635 	0.89052215 	0.50440159 	0.97587663 	0.99688611 	0.26975299 	0.99585527 	0.32915453 	0.99779137 	0.89285592 	0.99870962 	0.99110786 	0.99768960 	0.86679808 	0.99082336 	0.99119960 	0.43062753 	0.99322662 	0.94589448 	0.92639399 	0.88909910 	0.99929179 	0.99443624 	
         221 	0.99770760 	0.16815525 	0.91920822 	0.51163270 	0.98998139 	0.99365279 	0.28040777 	0.99957048 	0.33894261 	0.99609091 	0.87584102 	0.99947534 	0.99833945 	0.99663276 	0.88990887 	0.99223489 	0.98984204 	0.44276642 	0.99650515 	0.93358975 	0.95728597 	0.92529452 	0.99832280 	0.99770961 	
         222 	0.99586952 	0.10530666 	0.92633998 	0.54706148 	0.98987898 	0.98810502 	0.26319191 	0.98879054 	0.32312716 	0.99640475 	0.89705292 	0.99946739 	0.99591841 	0.99714718 	0.88025629 	0.98340153 	0.98778964 	0.44021915 	0.99812286 	0.92639536 	0.94940137 	0.91906962 	0.99934859 	0.99529391 	
         223 	0.99763418 	0.10080229 	0.89856466 	0.54478115 	0.99765852 	0.99446284 	0.25948242 	0.99525416 	0.31971942 	0.99927238 	0.91055171 	0.99925032 	0.99840748 	0.99715020 	0.87965343 	0.98801161 	0.99542069 	0.43740091 	0.99753144 	0.94926300 	0.96217597 	0.88444248 	0.99962938 	0.99696591 	
         224 	0.99987380 	0.13394268 	0.91091404 	0.59380404 	0.99187778 	0.99056840 	0.26263869 	0.99839579 	0.31595563 	0.99808775 	0.82835086 	0.99877556 	0.99724084 	0.99539689 	0.88532710 	0.99295070 	0.99858038 	0.36804162 	0.99754260 	0.95530627 	0.96591036 	0.90731096 	0.99990426 	0.99459177 	
         225 	0.99972890 	0.12793451 	0.93117552 	0.51448989 	0.99237642 	0.99521629 	0.22358979 	0.99831798 	0.31237578 	0.99725785 	0.86196345 	0.99772468 	0.99855162 	0.99073724 	0.87014614 	0.98356456 	0.99462444 	0.45577345 	0.99387541 	0.94275732 	0.95258414 	0.88611490 	0.99992973 	0.99325900 	
         226 	0.99971539 	0.12514777 	0.94340122 	0.51293841 	0.98986487 	0.99170109 	0.22110872 	0.99914241 	0.31017843 	0.99678448 	0.86152235 	0.99607245 	0.99966814 	0.99677439 	0.85781584 	0.98915772 	0.98878842 	0.42041121 	0.99055340 	0.94257440 	0.95923998 	0.92247245 	0.99939312 	0.99612036 	
         227 	0.99907812 	0.15407213 	0.91313493 	0.52904164 	0.97940508 	0.99809656 	0.24686042 	0.99755483 	0.33298531 	0.99323850 	0.88791065 	0.99844052 	0.99939245 	0.99394361 	0.86429380 	0.98499756 	0.99494401 	0.43957357 	0.99091388 	0.91993652 	0.95792670 	0.91278363 	0.99944716 	0.99934692 	
         228 	0.99875675 	0.11696293 	0.90097692 	0.51663692 	0.97889323 	0.99907754 	0.22399472 	0.99927217 	0.31209502 	0.99815478 	0.91033347 	0.99969830 	0.99941578 	0.99238540 	0.85834063 	0.96823196 	0.99640020 	0.40661487 	0.98594184 	0.93836657 	0.92725055 	0.89524903 	0.99819568 	0.99696196 	
         229 	0.99958215 	0.13986648 	0.92135004 	0.52917403 	0.98519852 	0.99963055 	0.24412216 	0.99928575 	0.32993738 	0.99735032 	0.91707205 	0.99718994 	0.99874047 	0.99889991 	0.85030082 	0.99454666 	0.99705155 	0.40683910 	0.98871426 	0.92459950 	0.96856713 	0.89840054 	0.99862356 	0.99507491 	
         230 	0.99849969 	0.13261231 	0.91150982 	0.52799943 	0.99424879 	0.99790800 	0.24921366 	0.99963744 	0.32428622 	0.99147486 	0.87861854 	0.99737941 	0.99910850 	0.99570396 	0.84903829 	0.99054639 	0.99457049 	0.38896899 	0.99824916 	0.92818227 	0.97956152 	0.93112857 	0.99867487 	0.99216500 	
         231 	0.99797980 	0.11523915 	0.91438070 	0.51854560 	0.99334273 	0.99949978 	0.27144080 	0.99863925 	0.29804166 	0.99591841 	0.87804183 	0.99485392 	0.99714769 	0.99824192 	0.88774144 	0.99154792 	0.99057763 	0.37649332 	0.99898007 	0.93348644 	0.95727530 	0.89632551 	0.98535578 	0.99324408 	
         232 	0.99639084 	0.16095846 	0.93191367 	0.53382687 	0.98367094 	0.99943780 	0.30908852 	0.99688282 	0.29439053 	0.99200478 	0.89397223 	0.99372526 	0.99860161 	0.99694354 	0.85455624 	0.99178706 	0.99248989 	0.45723264 	0.99374400 	0.93499905 	0.94234433 	0.88397868 	0.99015594 	0.99829296 	
         233 	0.99556494 	0.11734803 	0.92240130 	0.51871727 	0.98254010 	0.99941800 	0.24671567 	0.99711482 	0.32846619 	0.99760644 	0.91758387 	0.99698073 	0.99816878 	0.99716609 	0.86278247 	0.98021689 	0.99866521 	0.38731323 	0.99597749 	0.95632203 	0.94028738 	0.91989125 	0.99248157 	0.99857235 	
         234 	0.99783200 	0.10239930 	0.91878409 	0.53475258 	0.98521009 	0.99916339 	0.23395792 	0.99553391 	0.31232886 	0.99796850 	0.88917988 	0.99552282 	0.99739425 	0.99463206 	0.90205177 	0.99765838 	0.99698952 	0.39064050 	0.99040445 	0.94920478 	0.93237216 	0.86075709 	0.99817446 	0.99665984 	
         235 	0.99752740 	0.09501866 	0.92406759 	0.47991767 	0.99050287 	0.99927637 	0.25574072 	0.99813107 	0.33412303 	0.99694707 	0.88623651 	0.99986996 	0.99449824 	0.99801405 	0.84267538 	0.98026725 	0.99949171 	0.38562997 	0.98655952 	0.93202027 	0.94868811 	0.89281942 	0.99930791 	0.99645424 	
         236 	0.99771354 	0.16970911 	0.92213155 	0.50019059 	0.98843756 	0.99899176 	0.25426536 	0.99596760 	0.33280305 	0.99101685 	0.91821088 	0.99962053 	0.99138401 	0.99709855 	0.84035890 	0.98158821 	0.99814908 	0.42175238 	0.98770378 	0.96301278 	0.96946994 	0.90465663 	0.99917046 	0.99963940 	
         237 	0.99523514 	0.11279380 	0.91276692 	0.48152104 	0.99287886 	0.99890308 	0.25868458 	0.99397534 	0.36561263 	0.99067405 	0.90119536 	0.99946282 	0.99321391 	0.99753119 	0.88191717 	0.99185593 	0.99875158 	0.41002942 	0.99787340 	0.93261385 	0.96516951 	0.91515558 	0.99817137 	0.99960837 	
         238 	0.99522919 	0.11377969 	0.92439915 	0.49414269 	0.98784001 	0.99945074 	0.25950835 	0.99633579 	0.36131557 	0.99609585 	0.89538975 	0.99835446 	0.99258332 	0.99511991 	0.87081208 	0.98844127 	0.99925790 	0.41068501 	0.99801856 	0.93223951 	0.93803748 	0.91313758 	0.99784052 	0.99833700 	
         239 	0.99071229 	0.16035974 	0.93948885 	0.50400337 	0.98401177 	0.99819541 	0.24085497 	0.99790590 	0.28579131 	0.99750719 	0.85142497 	0.99916702 	0.98680314 	0.99860778 	0.87618580 	0.98060773 	0.99965804 	0.40362700 	0.99961521 	0.96320401 	0.96415260 	0.88117735 	0.99629838 	0.99759800 	
